origin,fy,h,line,forecast,actual,log_err,scaled_err,freeze_err,trend_err,crosses_B4,log_err_realized_macro
2021,2021,1,resid_rev,6043.718655059926,5834.032999999999,0.035310965940466905,,,,0,0.035310965940466905
2021,2022,2,resid_rev,6644.614419638815,7769.278999999999,-0.156370702437089,,,,0,-0.156370702437089
2021,2021,1,pc_u,35288.2764091325,45584,-0.2560059820337924,,-0.430094652311818,-0.44524802751849873,0,-0.18184691361631183
2021,2022,2,pc_u,41998.73362318171,31541,0.28635117919706055,,-0.06182616135899074,-0.09213291177235221,0,-1.0102277410407408
2021,2021,1,m3w_u,123600.27652068951,137252,-0.10476586998897355,,-0.20005725163574245,-0.10476586998897355,0,-0.10476586998897355
2021,2022,2,m3w_u,135957.7483935613,59100,0.8331132394782114,,0.6425304761846734,0.8331132394782116,0,0.8331132394782114
2021,2023,3,m3w_u,149550.71192864844,13610,2.396830728873658,,2.1109565839333513,2.3968307288736583,1,2.396830728873658
2021,2024,4,m3w_u,164502.6907449489,20189,2.097789025555715,,1.716623498968639,2.0977890255557154,1,2.097789025555715
2021,2025,5,m3w_u,180949.55826916645,33906,1.6746263189548096,,1.1981694107209646,1.6746263189548096,1,1.6746263189548096
2021,2021,1,cv_u,1012.0582570550533,1576,-0.4429038559673531,,-0.31339042916198795,-0.4429038559673531,0,-0.4429038559673531
2021,2022,2,cv_u,889.1162462441947,2005,-0.8131713520955633,,-0.5541444984848329,-0.8131713520955633,0,-0.8131713520955633
2021,2023,3,cv_u,781.10888758093,943,-0.18835172179371648,,0.20018855862237914,-0.18835172179371648,1,-0.18835172179371648
2021,2024,4,cv_u,686.2219612286176,2101,-1.1189675668106247,,-0.6009138595891639,-1.1189675668106247,1,-1.1189675668106247
2021,2025,5,cv_u,602.861633710013,3404,-1.7310187824642542,,-1.0834516484374281,-1.731018782464254,1,-1.7310187824642542
2021,2021,1,inv,4304.390412023018,4203.342,0.023755604696552322,,-0.221564686647114,-0.18441888944229975,0,0.029997373796609644
2021,2022,2,inv,5251.328681954551,3920.044,0.29237824863149964,,-0.15178764171402412,-0.07749604730439547,0,0.10628843727530396
2021,2023,3,inv,6438.593126712655,6366.072,0.011327418784950163,,-0.6366674023656195,-0.5252300107511764,1,0.19570202274957874
2021,2024,4,inv,7930.48928561339,21134.299,-0.9801825314123221,,-1.8365820292222916,-1.6879988404030342,1,2.2308701092970207
2021,2025,5,inv,9809.136362548228,24649.734,-0.9214518760910767,,-1.9904508728402754,-1.8047218868162038,1,-0.10378336840131257
2021,2021,1,rec,6947.630512768022,10239.476,-0.38784977839601864,,-0.36525677072929763,-0.07469447656246582,0,-0.3816080092959613
2021,2022,2,rec,8476.064643535454,3060.579,1.0186421532813414,,0.8423895619462053,1.4235141502798687,0,0.7960049544283054
2021,2023,3,rec,10392.404448606529,4042.327,0.9442546815844793,,0.5641731594442974,1.4358600419447924,1,0.9747253958653221
2021,2024,4,rec,12800.444213426248,7581.323,0.5237921518144953,,-0.0646940469850867,1.0975551296822401,1,3.4382416553041297
2021,2025,5,rec,15832.730903308675,13465.131,0.16197591829346672,,-0.6391097794453446,0.8137016913888138,1,0.9065369937446487
2021,2021,1,pay,3149.7420721433723,5418.617,-0.542520049213706,,-0.5443154806141507,-0.3020074746616901,0,-0.5362782801136485
2021,2022,2,pay,3842.66511652963,5812.3820000000005,-0.4138243030044865,,-0.6144653334067887,-0.12984932150186762,0,-0.599914114360682
2021,2023,3,pay,4711.447084347689,7110.150000000001,-0.4115282432063278,,-0.8159982044136759,-0.08907418655629418,1,-0.22715363924169915
2021,2024,4,pay,5803.143619548877,19121.835,-1.192431101729412,,-1.80530573959616,-0.8360737157863176,1,2.018621538979931
2021,2025,5,pay,7177.845533297863,16762.919,-0.8481699715355095,,-1.673644108341487,-0.46210407857918406,1,-0.030501463845745425
2021,2021,1,capex,2131.9413523399926,467.981,1.5163605798211544,,,,0,1.5226023489212117
2021,2022,2,capex,2600.95476946437,1160.574,0.8069638863261078,,,,0,0.5843266874730719
2021,2023,3,capex,3189.0004446133303,2055.957,0.43896609447151363,,,,1,0.46943680875235616
2021,2024,4,capex,3927.928564533291,,,,,,1,
2021,2025,5,capex,4858.4123279444375,3664.188,0.2821049475082286,,,,1,1.0266660229594107
2022,2022,1,sga,3779.3437985790124,4213.186,-0.10866873478271023,,-0.20675597296217343,0.02636543515073485,0,-0.1431603178880632
2022,2023,2,sga,4178.6150167235955,3430.639,0.19723331471806071,,-0.0012833830801500332,0.4649594331456667,1,0.3179384271536354
2022,2024,3,sga,4630.199548002001,4843.651,-0.04506880911103976,,-0.3462056170783788,0.35315860726034637,1,1.927340180482607
2022,2025,4,sga,5141.062907347608,6547.296,-0.24179229058275503,,-0.6475889818616262,0.2848966505900073,1,1.2669205414608535
2022,2022,1,pc_rev,15607.490993402847,9231.1,0.525172772873217,,0.33312855808276004,0.4041789751016704,0,0.08329614459913189
2022,2022,1,fin_rev,9206.728750805565,9358.7,-0.016371789274904014,,-0.16315962083756932,-0.016371789274904014,0,-0.016371789274904014
2022,2022,1,resid_rev,6020.428025063373,7769.278999999999,-0.2550190099791714,,,,0,-0.2550190099791714
2022,2022,1,pc_u,51880.30463885653,31541,0.49765094461857334,,0.3682684909528272,0.437319651736904,0,-0.10593229888804798
2022,2022,1,m3w_u,140423.80687723786,59100,0.8654341174578887,,0.8425877278204158,0.8654341174578887,0,0.8654341174578887
2022,2023,2,m3w_u,143668.9122045274,13610,2.3567066148440396,,2.3110138355690935,2.3567066148440396,1,2.3567066148440396
2022,2024,3,m3w_u,146989.00986267158,20189,1.9852199195168003,,1.9166807506043817,1.9852199195168003,1,1.9852199195168003
2022,2025,4,m3w_u,150385.8328769869,33906,1.4896122209065987,,1.3982266623567072,1.4896122209065987,1,1.4896122209065987
2022,2022,1,cv_u,1402.1299200200456,2005,-0.3576516088075271,,-0.24075406932284515,-0.3576516088075271,0,-0.3576516088075271
2022,2023,2,cv_u,1247.4418227255198,943,0.279783908815003,,0.513578987784367,0.279783908815003,1,0.279783908815003
2022,2024,3,cv_u,1109.8194816800717,2101,-0.638216048881222,,-0.28752343042717593,-0.6382160488812222,1,-0.638216048881222
2022,2025,4,cv_u,987.3801402822128,3404,-1.2376513772141682,,-0.7700612192754404,-1.2376513772141682,1,-1.2376513772141682
2022,2022,1,inv,5014.635468340294,3920.044,0.24625785227566613,,0.06977704493308985,0.02408845347329354,0,0.12900308891414441
2022,2023,2,inv,5749.904517955131,6366.072,-0.10179938978240387,,-0.4151027157185054,-0.5064798986380983,1,-0.05797878894868054
2022,2024,3,inv,6620.866142609169,21134.299,-1.16067106709483,,-1.6150173425751775,-1.752083116954567,1,1.4112783195976788
2022,2025,4,inv,7653.715567488603,24649.734,-1.169574884332116,,-1.7688861861931615,-1.9516405520323474,1,-0.26360466879825317
2022,2022,1,rec,10573.337531249681,3060.579,1.2397313913755832,,1.207646332675503,1.4735822143617145,0,1.0997240346907127
2022,2023,2,rec,12123.649191377572,4042.327,1.0983375074672008,,0.9294299301735949,1.4613016935460181,1,1.03963044563189
2022,2024,3,rec,13960.06806815799,7581.323,0.6105132505820627,,0.30056272374421095,1.0983703688028457,1,2.9629850732908602
2022,2025,4,rec,16137.826682349305,13465.131,0.18106254450250264,,-0.27385300871604706,0.7898905180287991,1,1.0259838407771489
2022,2022,1,pay,4902.4923773242945,5812.3820000000005,-0.1702467453997908,,-0.07014985279263794,0.15800851551516729,0,-0.28750150876131275
2022,2023,2,pay,5621.318488170644,7110.150000000001,-0.23495709781315255,,-0.2716827237995252,0.1846340128160854,1,-0.1911364969794294
2022,2024,3,pay,6472.8026594062485,19121.835,-1.0832216834513908,,-1.260990258982009,-0.5765151540585934,1,1.4887277032411181
2022,2025,4,pay,7482.554308227713,16762.919,-0.8065950258160197,,-1.1293286277273362,-0.21669515449611526,1,0.09937518971784295
2022,2022,1,capex,1358.8411492785153,1160.574,0.1577175300712837,,,,0,0.017710173386412828
2022,2023,2,capex,1558.080724461081,2055.957,-0.2772866739948313,,,,1,-0.33599373583014225
2022,2024,3,capex,1794.0896033704946,,,,,,1,
2022,2025,4,capex,2073.966038735663,3664.188,-0.5691440206318018,,,,1,0.27577727564284443
2023,2023,1,sga,4581.647392684994,3430.639,0.2893120849754136,,0.2054725898820234,0.4244615083173086,0,0.38943352297479955
2023,2024,2,sga,5003.553598752858,4843.651,0.032479604542023865,,-0.1394496441162053,0.29852819275436504,0,1.0224245372946428
2023,2025,3,sga,5486.294904264163,6547.296,-0.1767989931235553,,-0.4408330088994527,0.21613374640640293,0,0.550104412918752
2023,2023,1,m3w_u,52357.47600877616,13610,1.3472899186476188,,1.468426107748678,1.3472899186476188,0,1.3472899186476188
2023,2024,2,m3w_u,46384.18433180324,20189,0.8318206445818479,,1.0740930227839658,0.8318206445818479,0,0.8318206445818479
2023,2025,3,m3w_u,41092.36579253874,33906,0.1922303672331144,,0.5556389345362912,0.1922303672331142,0,0.1922303672331144
2023,2023,1,cv_u,1975.5532628105536,943,0.7395374885404576,,0.754333057107212,0.7395374885404576,0,0.7395374885404576
2023,2024,2,cv_u,1946.538999601708,2101,-0.07636049823783961,,-0.04676936110433089,-0.07636049823783961,0,-0.07636049823783961
2023,2025,3,cv_u,1917.950858778626,3404,-0.5736938556528585,,-0.5293071499525953,-0.5736938556528585,0,-0.5736938556528585
2023,2023,1,inv,4209.5766390391955,6366.072,-0.41362055704134504,,-0.48487976065159527,-0.4734766719129266,0,-0.40890486764316425
2023,2024,2,inv,4669.5283969978345,21134.299,-1.5098391848095973,,-1.6847943875082674,-1.66198821003093,0,-0.12214650107337106
2023,2025,3,inv,5220.577246600451,24649.734,-1.552158129934864,,-1.8386632311262514,-1.8044539649102453,0,-0.9746581495421748
2023,2023,1,rec,7968.924380397367,4042.327,0.6787290088960856,,-0.27821640250190793,-0.5259596091102972,0,0.651618928022498
2023,2024,2,rec,8795.080880348141,7581.323,0.14850485163816227,,-0.9070836089312919,-1.4025700221480701,0,1.4177837878320736
2023,2025,3,rec,9784.170242204269,13465.131,-0.31933765684783105,,-1.48149934139155,-2.224728961216717,0,0.23648985325963784
2023,2023,1,pay,5191.71228437764,7110.150000000001,-0.3144597779542149,,-0.20153287100688716,0.04766581388606268,0,-0.3097440885560343
2023,2024,2,pay,5758.975312652136,19121.835,-1.2000713140482793,,-1.1908404061893711,-0.6924430364034716,0,0.18762136968794682
2023,2025,3,pay,6438.589280299737,16762.919,-0.9568597843008885,,-1.0591787749346984,-0.3115827202558487,0,-0.3793598039081996
2023,2023,1,capex,915.0995222379532,2055.957,-0.8094638851255179,,,,0,-0.8365739659991057
2023,2024,2,capex,1009.9699692782646,,,,,,0,
2023,2025,3,capex,1123.55056802402,3664.188,-1.182112934541707,,,,0,-0.6262854244342382
2024,2024,1,sga,3794.6437738898676,4843.651,-0.2440782359818758,,-0.3449222339982287,-0.25419141829400205,0,-0.18437477824852172
2024,2025,2,sga,4213.680031899912,6547.296,-0.4407157572667321,,-0.6463055987814761,-0.4648439673730229,0,-0.4117455176644754
2024,2024,1,pc_rev,16544.3,36533.4,-0.792185279037767,,-1.3421885003247345,-1.2705391803110637,0,-0.792185279037767
2024,2025,2,pc_rev,16544.3,52827.3,-1.1609864709209257,,-1.710989692207893,-1.5676910521805516,0,-1.1609864709209257
2024,2024,1,fin_rev,4950.9,7383.6,-0.3996919463168133,,,,0,-0.3996919463168133
2024,2025,2,fin_rev,4950.9,14743.0,-1.091199015632188,,,,0,-1.091199015632188
2024,2024,1,resid_rev,5747.30081566667,4689.839000000007,0.20333206772255275,,,,0,0.28964204578228564
2024,2025,2,resid_rev,6762.4657164072605,4498.909,0.4075526515598127,,,,0,0.4628474854073256
2024,2024,1,m3w_u,6733.887551758674,20189,-1.0979852796091625,,-0.39433308496471203,-1.0979852796091625,0,-1.0979852796091625
2024,2025,2,m3w_u,3331.759115336549,33906,-2.320091562501287,,-0.9127871732123866,-2.320091562501287,0,-2.320091562501287
2024,2024,1,cv_u,882.1276408847876,2101,-0.8678319377523359,,-0.8011024182115429,-0.8678319377523359,0,-0.8678319377523359
2024,2025,2,cv_u,825.1847028769467,3404,-1.4170992461413934,,-1.2836402070598072,-1.4170992461413934,0,-1.4170992461413934
2024,2024,1,inv,4929.783940736099,21134.299,-1.455602104051702,,-1.1999146268566723,-0.9876921594014656,0,-1.4111530081752994
2024,2025,2,inv,5310.9229220769785,24649.734,-1.5350004809037403,,-1.3537834704746563,-0.929338535564243,0,-1.5783125701023097
2024,2024,1,rec,5583.4231803766,7581.323,-0.3058856612015857,,-0.628867206429384,-0.8169249262441499,0,-0.27729773487674947
2024,2025,2,rec,5830.340972189263,13465.131,-0.8370279706951533,,-1.203282938889642,-1.5793983785191736,0,-0.838855682744589
2024,2024,1,pay,6231.706979759301,19121.835,-1.1211805870107021,,-0.9893075351824842,-0.7173081337112588,0,-1.0767314911342993
2024,2025,2,pay,6713.5022224785325,16762.919,-0.9150484889900833,,-0.8576459039278111,-0.3136471009853606,0,-0.9583605781886528
2024,2024,1,capex,1236.0345405922524,,,,,,0,
2024,2025,2,capex,1290.6961539981403,3664.188,-1.043425028464527,,,,0,-1.0452527405139627
2025,2025,1,sga,5711.835811142946,6547.296,-0.1365116599078694,,-0.30138336478324734,-0.18598149242378795,0,-0.20210963769396323
2025,2025,1,pc_rev,36533.4,52827.3,-0.36880119188315863,,,,0,-0.36880119188315863
2025,2025,1,fin_rev,9704.423511607536,14743.0,-0.41818658018490446,,,,0,-0.41818658018490446
2025,2025,1,resid_rev,5878.713186500009,4498.909,0.26750296918953587,,,,0,0.17320543962504
2025,2025,1,m3w_u,10657.291631244332,33906,-1.1573476717824684,,-0.5184540882476746,-1.1573476717824684,0,-1.1573476717824684
2025,2025,1,cv_u,2312.3274359740926,3404,-0.3866966453725389,,-0.4825377888482644,-0.3866966453725389,0,-0.3866966453725389
2025,2025,1,inv,16274.530717899244,24649.734,-0.41516475621419546,,-0.15386884361798397,0.3844702705737417,0,-0.4888229231467769
2025,2025,1,rec,7672.444591164722,13465.131,-0.5624681694019851,,-0.574415732460258,-0.6746033070416618,0,-0.5964762104274586
2025,2025,1,pay,17552.325585039976,16762.919,0.04601720853419468,,0.13166163125467292,0.5519917175820094,0,-0.027640958398386744
2025,2025,1,capex,3326.5900740160573,3664.188,-0.09665897799189511,,,,0,-0.13066701901736885
