origin,fy,h,line,forecast,actual,log_err,scaled_err,freeze_err,trend_err,crosses_B4,log_err_realized_macro
2016,2016,1,rev,14483.52142565398,15285.672,-0.05390436927711077,,-0.22019159836473454,-0.0896393918695936,0,-0.01691778764691098
2016,2017,2,rev,17442.25319075373,17656.586,-0.012213251400953282,,-0.3643845375712483,-0.10328012458096618,0,0.29929804070667093
2016,2018,3,rev,21480.74611203352,25811.964,-0.18368110113797895,,-0.7441137846895894,-0.3524571652041664,0,-0.18144646786412227
2016,2019,4,rev,27118.041081758707,25398.046000000002,0.06552698703336664,,-0.7279479212485434,-0.20573909526797934,0,0.007878584929409713
2016,2020,5,rev,35153.50857586492,23310.764,0.41080920236848845,,-0.6421909074604402,0.010570125015264938,0,0.2860788973574305
2016,2016,1,gp,1688.483076984994,2202.059,-0.2655622934861464,,-0.3229185483399336,-0.18999246418234952,0,-0.5277911954696735
2016,2017,2,gp,1816.0244562421976,1952.8,-0.07261449291447107,,-0.20278995667121005,0.0630622116439578,0,
2016,2018,3,gp,1998.4112956413192,3563.953,-0.5785178093760186,,-0.8043960386663507,-0.40561778619359873,0,-0.2417287218408829
2016,2019,4,gp,2271.206483871527,3815.976,-0.5188852832636247,,-0.872722180832683,-0.3410178442023472,0,-0.1368956746547293
2016,2020,5,gp,2693.488831837749,4764.358,-0.5703254788134722,,-1.0946885121796095,-0.43005809139168955,0,-0.16641870736173892
2016,2016,1,sga,1021.269566534234,1199.554,-0.16090329463653083,,-0.2922000496630146,-0.07303631761300942,0,-0.1252002944135295
2016,2017,2,sga,1176.4936679810849,1282.791,-0.08649962582026753,,-0.35928840153043884,0.07903906256957151,0,0.17229253324066485
2016,2018,3,sga,1371.3416359881521,1702.502,-0.21630937679995166,,-0.6423491624047658,0.01514203374524977,0,-0.08709113653018005
2016,2019,4,sga,1619.646889674203,2184.206,-0.29904421963029587,,-0.8915026043998089,-0.014847676199788119,0,-0.2049727602660552
2016,2020,5,sga,1940.3486777460644,2613.1440000000002,-0.29768640636752847,,-1.0708043227109616,0.025014337539064572,0,-0.2609036314455051
2016,2016,1,op,816.3650888644443,865.962,-0.058979359963155245,,-0.1435491783991107,-0.07731460226214511,0,-0.7839690202182179
2016,2017,2,op,819.1514425230005,618.173,0.2815006247063359,,0.19352349573474847,0.3259926480086796,0,
2016,2018,3,op,848.278790634153,1975.405,-0.845319375302143,,-0.9682368703108069,-0.76953314189991,0,-0.3024301094070598
2016,2019,4,op,930.8216957237701,1482.954,-0.46572358360927046,,-0.6814994741575672,-0.4165611696097048,0,0.20038242589066455
2016,2020,5,op,1115.1516523162943,2303.948,-0.7256337664250843,,-1.1220876028236917,-0.7909147221388638,0,0.015720479643251857
2016,2016,1,fin,-576.4154998450816,-1837.387,-1.159270978054428,,-1.2753074516017493,-1.2753074516017493,0,-1.107300697198117
2016,2017,2,fin,-701.1367638012936,-1369.902,-0.6697915172640859,,-0.9817022024212496,-0.9817022024212496,0,-0.2633923037998947
2016,2018,3,fin,-897.2329296128102,-1187.257,-0.2800853787727394,,-0.8386086023943411,-0.8386086023943411,0,0.1976745226116846
2016,2019,4,fin,-1169.9963113422946,-1167.018,0.0025488187558093075,,-0.8214147753365196,-0.8214147753365196,0,0.3008897121936673
2016,2020,5,fin,-1550.688923325833,-779.114,0.6882972012017763,,-0.417365095631686,-0.417365095631686,0,0.8459434867207047
2016,2016,1,pbt,239.94958901936263,-987.39,,5.180855930246065,,,0,
