"Date","Price","Open","High","Low","Vol.","Change %"
"06/30/2026","420.60","406.00","424.54","406.00","43.39M","2.13%"
"06/29/2026","411.84","381.79","413.27","379.30","57.65M","8.46%"
"06/26/2026","379.71","370.15","387.80","368.60","53.43M","1.22%"
"06/25/2026","375.12","375.27","379.12","371.22","30.26M","-0.11%"
"06/24/2026","375.53","380.08","384.58","373.05","37.08M","-1.59%"
"06/23/2026","381.61","392.61","392.87","379.06","50.42M","-5.79%"
"06/22/2026","405.05","394.85","414.75","394.40","47.82M","1.14%"
"06/18/2026","400.49","398.10","402.52","384.70","58.38M","1.04%"
"06/17/2026","396.38","401.53","405.94","393.76","43.53M","-2.05%"
"06/16/2026","404.66","404.11","412.42","400.54","40.26M","-1.58%"
"06/15/2026","411.15","412.37","416.00","407.10","45.62M","1.16%"
"06/12/2026","406.43","399.49","406.68","386.76","63.65M","1.82%"
"06/11/2026","399.15","388.28","399.54","380.66","45.32M","4.60%"
"06/10/2026","381.59","391.54","397.09","380.15","49.70M","-3.80%"
"06/09/2026","396.68","411.03","418.50","384.24","59.94M","-3.00%"
"06/08/2026","408.95","396.33","412.94","394.72","50.33M","4.59%"
"06/05/2026","391.00","420.50","424.68","388.59","63.42M","-6.56%"
"06/04/2026","418.45","419.84","426.35","417.16","35.32M","-1.24%"
"06/03/2026","423.70","418.70","433.60","416.00","44.50M","-0.01%"
"06/02/2026","423.74","418.22","424.42","413.65","37.60M","1.89%"
"06/01/2026","415.88","427.49","429.60","415.43","44.94M","-4.57%"
"05/29/2026","435.79","439.85","441.07","428.14","45.18M","-1.43%"
"05/28/2026","442.10","437.61","443.96","436.30","32.43M","0.40%"
"05/27/2026","440.36","442.89","445.60","435.52","44.66M","1.56%"
"05/26/2026","433.59","430.26","435.20","426.12","45.66M","1.78%"
"05/22/2026","426.01","422.67","431.51","420.51","46.10M","1.95%"
"05/21/2026","417.85","422.17","426.95","412.90","42.64M","0.14%"
"05/20/2026","417.26","407.60","417.46","406.39","45.29M","3.25%"
"05/19/2026","404.11","403.16","405.63","393.63","46.50M","-1.43%"
"05/18/2026","409.99","419.27","421.13","405.33","52.47M","-2.90%"
"05/15/2026","422.24","433.98","434.66","422.00","52.69M","-4.75%"
"05/14/2026","443.30","446.49","451.98","441.16","46.07M","-0.44%"
"05/13/2026","445.27","436.67","453.40","430.21","68.28M","2.73%"
"05/12/2026","433.45","441.41","447.80","422.26","60.57M","-2.60%"
"05/11/2026","445.00","422.16","449.16","416.80","78.38M","3.89%"
"05/08/2026","428.35","416.48","431.20","416.39","65.05M","4.02%"
"05/07/2026","411.79","407.48","415.83","402.12","64.29M","3.28%"
"05/06/2026","398.73","386.25","401.68","384.02","53.47M","2.40%"
"05/05/2026","389.37","395.18","402.12","389.00","47.78M","-0.80%"
"05/04/2026","392.51","390.23","394.64","384.80","48.77M","0.43%"
"05/01/2026","390.82","382.48","397.82","378.80","65.34M","2.41%"
"04/30/2026","381.63","372.75","384.75","368.17","51.08M","2.37%"
"04/29/2026","372.80","375.40","376.40","370.04","45.38M","-0.86%"
"04/28/2026","376.02","374.67","382.29","372.54","50.86M","-0.70%"
"04/27/2026","378.67","372.09","380.78","364.02","66.74M","0.63%"
"04/24/2026","376.30","373.50","382.76","370.73","62.89M","0.69%"
"04/23/2026","373.72","375.28","386.00","368.39","93.97M","-3.56%"
"04/22/2026","387.51","387.57","393.01","385.30","62.36M","0.28%"
"04/21/2026","386.42","393.00","393.95","385.22","50.53M","-1.55%"
"04/20/2026","392.50","402.58","406.80","388.33","64.60M","-2.03%"
"04/17/2026","400.62","395.92","409.28","391.65","90.64M","3.01%"
"04/16/2026","388.90","393.81","394.06","381.80","63.52M","-0.78%"
"04/15/2026","391.95","366.83","394.65","362.50","113.81M","7.62%"
"04/14/2026","364.20","357.67","367.63","354.77","59.98M","3.34%"
"04/13/2026","352.42","350.07","356.35","348.57","53.62M","0.99%"
"04/10/2026","348.95","346.29","350.36","342.74","51.34M","0.96%"
"04/09/2026","345.62","343.15","348.88","337.25","62.16M","0.69%"
"04/08/2026","343.25","363.79","364.50","339.67","78.84M","-0.98%"
"04/07/2026","346.65","346.44","348.02","337.24","74.52M","-1.75%"
"04/06/2026","352.82","362.59","367.72","346.64","77.70M","-2.15%"
"04/02/2026","360.59","364.20","370.28","359.03","83.03M","-5.42%"
"04/01/2026","381.26","378.63","383.14","374.08","58.68M","2.56%"
"03/31/2026","371.75","361.51","373.33","361.00","75.53M","4.64%"
"03/30/2026","355.28","365.86","367.29","352.14","67.95M","-1.81%"
"03/27/2026","361.83","369.69","369.86","359.47","62.07M","-2.76%"
"03/26/2026","372.11","381.60","384.44","371.87","55.52M","-3.59%"
"03/25/2026","385.95","389.99","396.23","385.01","55.16M","0.76%"
"03/24/2026","383.03","376.56","387.48","376.31","60.00M","0.57%"
"03/23/2026","380.85","373.09","385.33","372.73","74.61M","3.50%"
"03/20/2026","367.96","379.85","379.89","364.46","78.63M","-3.24%"
"03/19/2026","380.30","387.27","387.27","378.73","67.08M","-3.18%"
"03/18/2026","392.78","399.00","403.07","392.31","50.85M","-1.63%"
"03/17/2026","399.27","395.69","400.12","393.00","46.89M","0.94%"
"03/16/2026","395.56","396.22","403.73","394.42","58.07M","1.11%"
"03/13/2026","391.20","399.17","400.20","389.95","58.50M","-0.96%"
"03/12/2026","395.01","405.17","406.50","394.65","60.97M","-3.14%"
"03/11/2026","407.82","402.28","416.38","402.15","62.56M","2.15%"
"03/10/2026","399.23","402.22","406.59","398.19","59.26M","0.14%"
"03/09/2026","398.68","390.05","401.59","381.40","67.02M","0.49%"
"03/06/2026","396.73","398.09","402.35","394.21","64.05M","-2.17%"
"03/05/2026","405.55","401.57","408.62","399.42","51.93M","-0.10%"
"03/04/2026","405.94","397.85","408.33","394.58","68.31M","3.44%"
"03/03/2026","392.43","395.09","396.34","385.39","62.62M","-2.70%"
"03/02/2026","403.32","390.60","404.54","388.25","55.09M","0.20%"
"02/27/2026","402.51","402.94","407.12","398.11","56.89M","-1.49%"
"02/26/2026","408.58","414.42","416.81","403.66","53.60M","-2.11%"
"02/25/2026","417.40","412.15","420.34","412.15","54.81M","1.96%"
"02/24/2026","409.38","399.50","410.82","397.64","58.58M","2.39%"
"02/23/2026","399.83","407.29","407.70","394.04","69.68M","-2.91%"
"02/20/2026","411.82","408.30","414.70","405.50","57.91M","0.03%"
"02/19/2026","411.71","407.25","415.25","404.11","51.02M","0.09%"
"02/18/2026","411.32","411.11","416.90","409.58","45.92M","0.17%"
"02/17/2026","410.63","412.36","413.72","400.51","59.68M","-1.63%"
"02/13/2026","417.44","414.30","424.06","410.88","51.43M","0.09%"
"02/12/2026","417.07","430.30","436.23","414.00","61.93M","-2.62%"
"02/11/2026","428.27","427.95","436.35","420.03","57.36M","0.72%"
"02/10/2026","425.21","418.08","427.25","417.00","64.45M","1.89%"
"02/09/2026","417.32","409.90","421.25","407.29","54.48M","1.51%"
"02/06/2026","411.11","400.87","414.55","397.75","62.68M","3.50%"
"02/05/2026","397.21","397.02","402.10","387.53","72.82M","-2.17%"
"02/04/2026","406.01","420.46","423.90","399.18","74.61M","-3.78%"
"02/03/2026","421.96","424.27","428.56","413.69","56.89M","0.04%"
"02/02/2026","421.81","421.29","427.15","414.50","58.74M","-2.00%"
"01/30/2026","430.41","425.35","439.88","422.70","82.63M","3.32%"
"01/29/2026","416.56","437.80","440.23","414.62","81.69M","-3.45%"
"01/28/2026","431.46","431.91","438.26","430.10","54.86M","0.13%"
"01/27/2026","430.90","437.41","437.52","430.69","37.73M","-0.99%"
"01/26/2026","435.20","445.00","445.04","434.28","49.40M","-3.09%"
"01/23/2026","449.06","447.42","452.43","444.04","56.77M","-0.07%"
"01/22/2026","449.36","435.16","449.50","432.63","71.55M","4.15%"
"01/21/2026","431.44","421.66","438.20","419.62","68.12M","2.91%"
"01/20/2026","419.25","429.36","430.73","417.44","63.19M","-4.17%"
"01/16/2026","437.50","439.50","447.25","435.26","60.22M","-0.24%"
"01/15/2026","438.57","441.13","445.36","437.65","49.47M","-0.14%"
"01/14/2026","439.20","442.81","443.91","434.22","57.26M","-1.79%"
"01/13/2026","447.20","450.20","451.81","443.95","53.72M","-0.39%"
"01/12/2026","448.96","441.23","454.30","438.00","61.65M","0.89%"
"01/09/2026","445.01","435.95","449.05","430.39","67.33M","2.11%"
"01/08/2026","435.80","427.89","436.89","424.36","57.04M","1.02%"
"01/07/2026","431.41","435.90","438.37","431.29","59.83M","-0.36%"
"01/06/2026","432.96","446.38","448.25","428.78","89.09M","-4.14%"
"01/05/2026","451.67","447.99","457.55","444.57","67.94M","3.10%"
"01/02/2026","438.07","457.80","458.34","435.30","85.54M","-2.59%"
"12/31/2025","449.72","456.10","456.55","449.30","49.08M","-1.04%"
"12/30/2025","454.43","461.09","463.12","453.83","59.24M","-1.13%"
"12/29/2025","459.64","469.00","469.40","459.00","66.26M","-3.27%"
"12/26/2025","475.19","485.23","489.09","473.82","58.78M","-2.10%"
"12/24/2025","485.40","488.48","490.90","476.80","41.29M","-0.03%"
"12/23/2025","485.56","489.39","491.97","482.84","58.22M","-0.65%"
"12/22/2025","488.73","489.88","498.83","485.33","86.92M","1.56%"
"12/19/2025","481.20","488.12","490.49","474.72","103.31M","-0.45%"
"12/18/2025","483.37","478.16","490.86","473.12","95.17M","3.45%"
"12/17/2025","467.26","488.22","495.28","466.20","106.49M","-4.62%"
"12/16/2025","489.88","472.21","491.50","465.83","107.61M","3.07%"
"12/15/2025","475.31","469.44","481.77","467.66","114.54M","3.56%"
"12/12/2025","458.96","448.09","463.01","441.67","95.66M","2.70%"
"12/11/2025","446.89","448.95","449.27","440.33","55.98M","-1.01%"
"12/10/2025","451.45","446.07","456.88","443.61","63.26M","1.41%"
"12/09/2025","445.17","437.54","452.39","435.70","62.37M","1.27%"
"12/08/2025","439.58","447.45","449.75","435.25","69.17M","-3.39%"
"12/05/2025","455.00","453.03","458.87","451.66","56.43M","0.10%"
"12/04/2025","454.53","449.94","454.63","445.39","71.91M","1.74%"
"12/03/2025","446.74","432.10","447.92","431.11","87.48M","4.08%"
"12/02/2025","429.24","430.81","436.80","422.12","69.34M","-0.21%"
"12/01/2025","430.14","425.32","433.66","425.29","57.46M","-0.01%"
"11/28/2025","430.17","426.59","432.93","426.20","36.25M","0.84%"
"11/26/2025","426.58","423.95","426.94","416.89","63.46M","1.71%"
"11/25/2025","419.40","414.42","420.48","405.95","71.92M","0.39%"
"11/24/2025","417.78","402.17","421.72","401.09","96.81M","6.82%"
"11/21/2025","391.09","402.32","402.80","383.76","100.46M","-1.05%"
"11/20/2025","395.23","414.63","428.94","394.74","113.55M","-2.17%"
"11/19/2025","403.99","406.18","411.78","398.50","72.05M","0.68%"
"11/18/2025","401.25","405.38","408.90","393.71","80.69M","-1.88%"
"11/17/2025","408.92","398.74","423.96","398.74","102.21M","1.13%"
"11/14/2025","404.35","386.30","412.19","382.78","105.51M","0.59%"
"11/13/2025","401.99","423.13","424.50","396.34","118.95M","-6.64%"
"11/12/2025","430.60","442.15","442.33","426.56","58.51M","-2.05%"
"11/11/2025","439.62","439.40","442.49","432.36","60.53M","-1.26%"
"11/10/2025","445.23","439.60","449.67","433.36","76.52M","3.66%"
"11/07/2025","429.52","437.92","439.36","421.88","103.47M","-3.68%"
"11/06/2025","445.91","461.96","467.45","435.09","109.62M","-3.50%"
"11/05/2025","462.07","452.05","466.33","440.71","85.57M","4.01%"
