market,ticker,year,n,market_sessions,density,liveness,median_px,solo_market,edge_year
AE,ALDAR,2020,251,251,1.0,0.9960159362549801,2.02,False,False
AE,ALDAR,2021,249,249,1.0,1.0,3.81,False,False
AE,ALDAR,2022,249,252,0.9880952380952381,1.0,4.53,False,False
AE,ALDAR,2023,251,251,1.0,1.0,5.2,False,False
AE,ALDAR,2024,252,252,1.0,1.0,6.289999999999999,False,False
AE,ALDAR,2025,252,252,1.0,1.0,8.84,False,False
AE,ALDAR,2026,157,162,0.9691358024691358,0.9745222929936306,8.1,False,True
AE,ALPHADHABI,2021,126,249,0.5060240963855421,1.0,27.1,False,True
AE,ALPHADHABI,2022,249,252,0.9880952380952381,1.0,25.9,False,False
AE,ALPHADHABI,2023,251,251,1.0,1.0,20.28,False,False
AE,ALPHADHABI,2024,252,252,1.0,1.0,12.01,False,False
AE,ALPHADHABI,2025,252,252,1.0,1.0,11.08,False,False
AE,ALPHADHABI,2026,157,162,0.9691358024691358,0.9936305732484076,7.7,False,True
AE,AMR,2022,14,252,0.05555555555555555,1.0,2.995,False,True
AE,AMR,2023,251,251,1.0,1.0,3.83,False,False
AE,AMR,2024,251,252,0.996031746031746,1.0,3.05,False,False
AE,AMR,2025,252,252,1.0,1.0,2.1,False,False
AE,AMR,2026,147,162,0.9074074074074074,1.0,1.88,False,True
AE,BOROUGE,2022,146,252,0.5793650793650794,1.0,2.86,False,True
AE,BOROUGE,2023,251,251,1.0,1.0,2.63,False,False
AE,BOROUGE,2024,252,252,1.0,1.0,2.45,False,False
AE,BOROUGE,2025,252,252,1.0,1.0,2.55,False,False
AE,BOROUGE,2026,147,162,0.9074074074074074,1.0,2.55,False,True
AE,BURJEEL,2022,57,252,0.2261904761904762,1.0,2.33,False,True
AE,BURJEEL,2023,250,251,0.9960159362549801,1.0,2.275,False,False
AE,BURJEEL,2024,252,252,1.0,1.0,2.7,False,False
AE,BURJEEL,2025,252,252,1.0,1.0,1.43,False,False
AE,BURJEEL,2026,157,162,0.9691358024691358,1.0,1.15,False,True
AE,DEWA,2022,180,252,0.7142857142857143,1.0,2.5,False,True
AE,DEWA,2023,251,251,1.0,1.0,2.49,False,False
AE,DEWA,2024,252,252,1.0,1.0,2.43,False,False
AE,DEWA,2025,251,252,0.996031746031746,1.0,2.74,False,False
AE,DEWA,2026,157,162,0.9691358024691358,1.0,2.75,False,True
AE,DIB,2011,251,252,0.996031746031746,1.0,1.674,False,True
AE,DIB,2012,250,253,0.9881422924901185,1.0,1.601,False,False
AE,DIB,2013,248,249,0.9959839357429718,1.0,2.6985,False,False
AE,DIB,2014,251,251,1.0,1.0,5.771,False,False
AE,DIB,2015,251,251,1.0,1.0,5.478,False,False
AE,DIB,2016,249,249,1.0,1.0,4.755,False,False
AE,DIB,2017,250,250,1.0,1.0,5.333,False,False
AE,DIB,2018,251,251,1.0,1.0,5.1,False,False
AE,DIB,2019,248,249,0.9959839357429718,0.9959677419354839,5.16,False,False
AE,DIB,2020,251,251,1.0,0.9960159362549801,4.14,False,False
AE,DIB,2021,248,249,0.9959839357429718,1.0,4.94,False,False
AE,DIB,2022,252,252,1.0,1.0,5.86,False,False
AE,DIB,2023,251,251,1.0,1.0,5.57,False,False
AE,DIB,2024,251,252,0.996031746031746,1.0,6.0,False,False
AE,DIB,2025,252,252,1.0,1.0,9.16,False,False
AE,DIB,2026,157,162,0.9691358024691358,0.9936305732484076,7.5,False,True
AE,DU,2011,250,252,0.9920634920634921,1.0,3.06,False,True
AE,DU,2012,252,253,0.9960474308300395,1.0,3.175,False,False
AE,DU,2013,248,249,0.9959839357429718,1.0,5.85,False,False
AE,DU,2014,251,251,1.0,0.9960159362549801,5.8,False,False
AE,DU,2015,251,251,1.0,0.9920318725099602,5.08,False,False
AE,DU,2016,249,249,1.0,0.9959839357429718,6.3,False,False
AE,DU,2017,250,250,1.0,0.992,5.51,False,False
AE,DU,2018,249,251,0.9920318725099602,0.963855421686747,5.0,False,False
AE,DU,2019,247,249,0.9919678714859438,0.9230769230769231,5.3,False,False
AE,DU,2020,249,251,0.9920318725099602,0.9598393574297188,5.34,False,False
AE,DU,2021,248,249,0.9959839357429718,0.9879032258064516,6.63,False,False
AE,DU,2022,252,252,1.0,0.9920634920634921,6.07,False,False
AE,DU,2023,250,251,0.9960159362549801,1.0,5.235,False,False
AE,DU,2024,252,252,1.0,1.0,5.93,False,False
AE,DU,2025,252,252,1.0,1.0,9.21,False,False
AE,DU,2026,147,162,0.9074074074074074,0.9931972789115646,10.8,False,True
AE,EAND,2011,252,252,1.0,1.0,9.41,False,True
AE,EAND,2012,247,253,0.9762845849802372,1.0,8.43,False,False
AE,EAND,2013,246,249,0.9879518072289156,1.0,10.5,False,False
AE,EAND,2014,250,251,0.9960159362549801,0.996,10.45,False,False
AE,EAND,2015,249,251,0.9920318725099602,1.0,12.6,False,False
AE,EAND,2016,247,249,0.9919678714859438,1.0,18.7,False,False
AE,EAND,2017,246,250,0.984,1.0,17.8,False,False
AE,EAND,2018,248,251,0.9880478087649402,1.0,17.0,False,False
AE,EAND,2019,248,249,0.9959839357429718,1.0,16.64,False,False
AE,EAND,2020,251,251,1.0,1.0,16.56,False,False
AE,EAND,2021,247,249,0.9919678714859438,1.0,22.2,False,False
AE,EAND,2022,252,252,1.0,1.0,27.85,False,False
AE,EAND,2023,249,251,0.9920318725099602,1.0,22.34,False,False
AE,EAND,2024,250,252,0.9920634920634921,0.996,17.52,False,False
AE,EAND,2025,252,252,1.0,0.9920634920634921,17.61,False,False
AE,EAND,2026,157,162,0.9691358024691358,1.0,19.46,False,True
AE,EMAAR,2011,251,252,0.996031746031746,1.0,2.18,False,True
AE,EMAAR,2012,253,253,1.0,1.0,2.365,False,False
AE,EMAAR,2013,249,249,1.0,1.0,4.213,False,False
AE,EMAAR,2014,251,251,1.0,0.9960159362549801,7.808,False,False
AE,EMAAR,2015,251,251,1.0,1.0,6.61,False,False
AE,EMAAR,2016,249,249,1.0,1.0,5.975,False,False
AE,EMAAR,2017,249,250,0.996,1.0,7.023,False,False
AE,EMAAR,2018,251,251,1.0,1.0,5.2,False,False
AE,EMAAR,2019,249,249,1.0,1.0,4.51,False,False
AE,EMAAR,2020,251,251,1.0,1.0,2.79,False,False
AE,EMAAR,2021,249,249,1.0,1.0,4.03,False,False
AE,EMAAR,2022,251,252,0.996031746031746,1.0,5.81,False,False
AE,EMAAR,2023,251,251,1.0,1.0,6.53,False,False
AE,EMAAR,2024,252,252,1.0,0.996031746031746,8.26,False,False
AE,EMAAR,2025,251,252,0.996031746031746,1.0,13.6,False,False
AE,EMAAR,2026,161,162,0.9938271604938271,0.968944099378882,12.06,False,True
AE,EMAARDEV,2017,24,250,0.096,1.0,5.0805,False,True
AE,EMAARDEV,2018,251,251,1.0,0.9561752988047809,5.0,False,False
AE,EMAARDEV,2019,249,249,1.0,0.9919678714859438,3.93,False,False
AE,EMAARDEV,2020,251,251,1.0,0.9800796812749004,2.27,False,False
AE,EMAARDEV,2021,249,249,1.0,1.0,3.72,False,False
AE,EMAARDEV,2022,252,252,1.0,1.0,4.41,False,False
AE,EMAARDEV,2023,251,251,1.0,1.0,5.94,False,False
AE,EMAARDEV,2024,252,252,1.0,1.0,8.355,False,False
AE,EMAARDEV,2025,252,252,1.0,1.0,13.825,False,False
AE,EMAARDEV,2026,160,162,0.9876543209876543,0.96875,14.25,False,True
AE,EMPOWER,2022,31,252,0.12301587301587301,1.0,1.37,False,True
AE,EMPOWER,2023,250,251,0.9960159362549801,1.0,1.74,False,False
AE,EMPOWER,2024,247,252,0.9801587301587301,1.0,1.67,False,False
AE,EMPOWER,2025,251,252,0.996031746031746,0.9960159362549801,1.64,False,False
AE,EMPOWER,2026,145,162,0.8950617283950617,0.993103448275862,1.61,False,True
AE,ENBD,2011,235,252,0.9325396825396826,0.9063829787234042,3.567,False,True
AE,ENBD,2012,243,253,0.9604743083003953,0.9053497942386831,2.767,False,False
AE,ENBD,2013,247,249,0.9919678714859438,0.9271255060728745,4.975,False,False
AE,ENBD,2014,243,251,0.9681274900398407,0.9465020576131687,8.822,False,False
AE,ENBD,2015,229,251,0.9123505976095617,0.8908296943231441,8.774,False,False
AE,ENBD,2016,229,249,0.9196787148594378,0.8122270742358079,7.81,False,False
AE,ENBD,2017,220,250,0.88,0.7,7.906,False,False
AE,ENBD,2018,234,251,0.9322709163346613,0.8376068376068376,8.967,False,False
AE,ENBD,2019,249,249,1.0,0.9116465863453815,11.136,False,False
AE,ENBD,2020,250,251,0.9960159362549801,0.992,10.05,False,False
AE,ENBD,2021,249,249,1.0,1.0,13.35,False,False
AE,ENBD,2022,252,252,1.0,1.0,13.3,False,False
AE,ENBD,2023,251,251,1.0,1.0,15.55,False,False
AE,ENBD,2024,251,252,0.996031746031746,1.0,17.9,False,False
AE,ENBD,2025,252,252,1.0,1.0,23.5,False,False
AE,ENBD,2026,161,162,0.9938271604938271,0.9875776397515528,30.18,False,True
AE,FAB,2011,241,252,0.9563492063492064,0.9045643153526971,5.95,False,True
AE,FAB,2012,246,253,0.9723320158102767,0.8943089430894309,6.54,False,False
AE,FAB,2013,245,249,0.9839357429718876,0.963265306122449,9.92,False,False
AE,FAB,2014,248,251,0.9880478087649402,0.9919354838709677,12.77,False,False
AE,FAB,2015,249,251,0.9920318725099602,0.9799196787148594,10.75,False,False
AE,FAB,2016,245,249,0.9839357429718876,0.9755102040816327,8.86,False,False
AE,FAB,2017,249,250,0.996,0.9919678714859438,10.5,False,False
AE,FAB,2018,251,251,1.0,0.9760956175298805,12.5,False,False
AE,FAB,2019,249,249,1.0,1.0,15.12,False,False
AE,FAB,2020,251,251,1.0,1.0,11.42,False,False
AE,FAB,2021,249,249,1.0,1.0,16.62,False,False
AE,FAB,2022,251,252,0.996031746031746,1.0,19.36,False,False
AE,FAB,2023,251,251,1.0,1.0,13.62,False,False
AE,FAB,2024,252,252,1.0,1.0,13.3,False,False
AE,FAB,2025,252,252,1.0,1.0,16.15,False,False
AE,FAB,2026,161,162,0.9938271604938271,1.0,18.02,False,True
AE,FERTIGLB,2021,44,249,0.17670682730923695,1.0,3.4699999999999998,False,True
AE,FERTIGLB,2022,250,252,0.9920634920634921,1.0,5.055,False,False
AE,FERTIGLB,2023,249,251,0.9920318725099602,1.0,3.5,False,False
AE,FERTIGLB,2024,252,252,1.0,1.0,2.58,False,False
AE,FERTIGLB,2025,252,252,1.0,1.0,2.46,False,False
AE,FERTIGLB,2026,147,162,0.9074074074074074,1.0,2.81,False,True
AE,IHC,2011,27,252,0.10714285714285714,0.1111111111111111,1.097,False,True
AE,IHC,2012,29,253,0.11462450592885376,0.034482758620689655,1.415,False,False
AE,IHC,2013,74,249,0.2971887550200803,0.8243243243243243,2.521,False,False
AE,IHC,2014,197,251,0.7848605577689243,0.7309644670050761,1.267,False,False
AE,IHC,2015,61,251,0.24302788844621515,0.36065573770491804,1.097,False,False
AE,IHC,2016,164,249,0.6586345381526104,0.676829268292683,1.52,False,False
AE,IHC,2017,244,250,0.976,0.9549180327868853,1.54,False,False
AE,IHC,2018,211,251,0.8406374501992032,0.8672985781990521,1.31,False,False
AE,IHC,2019,219,249,0.8795180722891566,0.7945205479452054,1.8,False,False
AE,IHC,2020,251,251,1.0,0.9243027888446215,29.82,False,False
AE,IHC,2021,249,249,1.0,0.9959839357429718,115.0,False,False
AE,IHC,2022,251,252,0.996031746031746,1.0,284.3,False,False
AE,IHC,2023,251,251,1.0,0.9920318725099602,399.5,False,False
AE,IHC,2024,252,252,1.0,1.0,404.0,False,False
AE,IHC,2025,252,252,1.0,1.0,401.0,False,False
AE,IHC,2026,162,162,1.0,0.9938271604938271,390.0,False,True
AE,LULU,2024,31,252,0.12301587301587301,1.0,1.89,False,True
AE,LULU,2025,252,252,1.0,1.0,1.24,False,False
AE,LULU,2026,161,162,0.9938271604938271,0.9440993788819876,0.99,False,True
AE,MODON,2017,16,250,0.064,0.375,1.25,False,True
AE,MODON,2018,87,251,0.3466135458167331,0.367816091954023,1.08,False,False
AE,MODON,2019,125,249,0.5020080321285141,0.576,0.9,False,False
AE,MODON,2020,55,251,0.21912350597609562,0.2727272727272727,1.01,False,False
AE,MODON,2021,142,249,0.570281124497992,0.8309859154929577,3.47,False,False
AE,MODON,2022,250,252,0.9920634920634921,1.0,4.165,False,False
AE,MODON,2023,251,251,1.0,1.0,3.08,False,False
AE,MODON,2024,252,252,1.0,1.0,3.0949999999999998,False,False
AE,MODON,2025,252,252,1.0,1.0,3.4,False,False
AE,MODON,2026,147,162,0.9074074074074074,1.0,3.03,False,True
AE,SALIK,2022,64,252,0.25396825396825395,1.0,2.3,False,True
AE,SALIK,2023,251,251,1.0,1.0,3.05,False,False
AE,SALIK,2024,252,252,1.0,1.0,3.51,False,False
AE,SALIK,2025,252,252,1.0,1.0,5.84,False,False
AE,SALIK,2026,161,162,0.9938271604938271,1.0,5.67,False,True
AE,TWOPOINTZERO,2021,19,249,0.07630522088353414,1.0,1.93,False,True
AE,TWOPOINTZERO,2022,252,252,1.0,1.0,1.895,False,False
AE,TWOPOINTZERO,2023,251,251,1.0,1.0,3.49,False,False
AE,TWOPOINTZERO,2024,252,252,1.0,1.0,2.24,False,False
AE,TWOPOINTZERO,2025,252,252,1.0,1.0,2.385,False,False
AE,TWOPOINTZERO,2026,137,162,0.845679012345679,0.9927007299270073,2.12,False,True
EG,ABUK,2011,196,207,0.9468599033816425,0.9285714285714286,8.23,False,True
EG,ABUK,2012,240,245,0.9795918367346939,0.9166666666666666,8.66,False,False
EG,ABUK,2013,219,243,0.9012345679012346,0.7214611872146118,9.2,False,False
EG,ABUK,2014,192,244,0.7868852459016393,0.6875,11.094999999999999,False,False
EG,ABUK,2015,176,244,0.7213114754098361,0.5056818181818182,10.67,False,False
EG,ABUK,2016,208,245,0.8489795918367347,0.6826923076923077,7.525,False,False
EG,ABUK,2017,244,244,1.0,0.9877049180327869,15.535,False,False
EG,ABUK,2018,243,243,1.0,1.0,28.93,False,False
EG,ABUK,2019,243,243,1.0,0.9958847736625515,23.23,False,False
EG,ABUK,2020,243,243,1.0,1.0,17.87,False,False
EG,ABUK,2021,244,244,1.0,1.0,19.95,False,False
EG,ABUK,2022,244,244,1.0,1.0,24.69,False,False
EG,ABUK,2023,242,242,1.0,1.0,48.135000000000005,False,False
EG,ABUK,2024,242,242,1.0,1.0,61.475,False,False
EG,ABUK,2025,242,243,0.9958847736625515,1.0,52.120000000000005,False,False
EG,ABUK,2026,152,152,1.0,0.993421052631579,74.195,False,True
EG,ADIB,2011,206,207,0.9951690821256038,1.0,1.3650000000000002,False,True
EG,ADIB,2012,245,245,1.0,1.0,1.37,False,False
EG,ADIB,2013,243,243,1.0,1.0,2.58,False,False
EG,ADIB,2014,244,244,1.0,0.9959016393442623,2.675,False,False
EG,ADIB,2015,242,244,0.9918032786885246,0.9586776859504132,2.21,False,False
EG,ADIB,2016,244,245,0.9959183673469387,0.9959016393442623,1.375,False,False
EG,ADIB,2017,244,244,1.0,1.0,3.5949999999999998,False,False
EG,ADIB,2018,241,243,0.9917695473251029,0.991701244813278,5.7,False,False
EG,ADIB,2019,243,243,1.0,1.0,4.22,False,False
EG,ADIB,2020,243,243,1.0,1.0,3.9,False,False
EG,ADIB,2021,244,244,1.0,1.0,4.225,False,False
EG,ADIB,2022,244,244,1.0,1.0,4.83,False,False
EG,ADIB,2023,242,242,1.0,1.0,9.76,False,False
EG,ADIB,2024,242,242,1.0,1.0,19.37,False,False
EG,ADIB,2025,243,243,1.0,0.9958847736625515,21.6,False,False
EG,ADIB,2026,152,152,1.0,0.993421052631579,44.775,False,True
EG,AMOC,2011,207,207,1.0,1.0,4.33,False,True
EG,AMOC,2012,245,245,1.0,0.9836734693877551,5.46,False,False
EG,AMOC,2013,243,243,1.0,0.9753086419753086,4.53,False,False
EG,AMOC,2014,243,244,0.9959016393442623,0.9753086419753086,4.67,False,False
EG,AMOC,2015,244,244,1.0,0.9385245901639344,2.91,False,False
EG,AMOC,2016,245,245,1.0,1.0,2.14,False,False
EG,AMOC,2017,244,244,1.0,1.0,6.995,False,False
EG,AMOC,2018,243,243,1.0,1.0,10.39,False,False
EG,AMOC,2019,243,243,1.0,1.0,4.53,False,False
EG,AMOC,2020,243,243,1.0,1.0,2.56,False,False
EG,AMOC,2021,244,244,1.0,1.0,3.31,False,False
EG,AMOC,2022,244,244,1.0,1.0,3.9,False,False
EG,AMOC,2023,242,242,1.0,1.0,8.504999999999999,False,False
EG,AMOC,2024,242,242,1.0,1.0,8.825,False,False
EG,AMOC,2025,242,243,0.9958847736625515,1.0,7.48,False,False
EG,AMOC,2026,141,152,0.9276315789473685,0.9929078014184397,8.18,False,True
EG,ARCC,2014,154,244,0.6311475409836066,0.987012987012987,12.645,False,True
EG,ARCC,2015,238,244,0.9754098360655737,0.9369747899159664,15.629999999999999,False,False
EG,ARCC,2016,242,245,0.9877551020408163,0.9710743801652892,7.3,False,False
EG,ARCC,2017,244,244,1.0,1.0,8.684999999999999,False,False
EG,ARCC,2018,243,243,1.0,1.0,7.4,False,False
EG,ARCC,2019,243,243,1.0,1.0,3.92,False,False
EG,ARCC,2020,242,243,0.9958847736625515,0.9752066115702479,3.34,False,False
EG,ARCC,2021,244,244,1.0,1.0,3.8449999999999998,False,False
EG,ARCC,2022,240,244,0.9836065573770492,0.9625,4.31,False,False
EG,ARCC,2023,242,242,1.0,1.0,7.795,False,False
EG,ARCC,2024,242,242,1.0,1.0,11.25,False,False
EG,ARCC,2025,242,243,0.9958847736625515,1.0,34.92,False,False
EG,ARCC,2026,141,152,0.9276315789473685,0.9929078014184397,53.65,False,True
EG,BTFH,2011,171,207,0.8260869565217391,0.7017543859649122,0.357,False,True
EG,BTFH,2012,184,245,0.7510204081632653,0.7228260869565217,0.303,False,False
EG,BTFH,2013,66,243,0.2716049382716049,0.42424242424242425,0.373,False,False
EG,BTFH,2014,232,244,0.9508196721311475,0.9094827586206896,0.697,False,False
EG,BTFH,2015,244,244,1.0,0.9713114754098361,1.2755,False,False
EG,BTFH,2016,243,245,0.9918367346938776,0.5308641975308642,3.56,False,False
EG,BTFH,2017,243,244,0.9959016393442623,1.0,3.66,False,False
EG,BTFH,2018,243,243,1.0,0.9958847736625515,4.09,False,False
EG,BTFH,2019,243,243,1.0,1.0,1.794,False,False
EG,BTFH,2020,243,243,1.0,0.9917695473251029,0.961,False,False
EG,BTFH,2021,244,244,1.0,1.0,0.894,False,False
EG,BTFH,2022,244,244,1.0,1.0,0.651,False,False
EG,BTFH,2023,242,242,1.0,0.9958677685950413,3.045,False,False
EG,BTFH,2024,242,242,1.0,1.0,3.06,False,False
EG,BTFH,2025,242,243,0.9958847736625515,1.0,3.0149999999999997,False,False
EG,BTFH,2026,152,152,1.0,0.993421052631579,3.06,False,True
EG,CCAP,2011,207,207,1.0,0.9903381642512077,4.54,False,True
EG,CCAP,2012,245,245,1.0,1.0,3.18,False,False
EG,CCAP,2013,243,243,1.0,1.0,3.43,False,False
EG,CCAP,2014,244,244,1.0,1.0,4.145,False,False
EG,CCAP,2015,244,244,1.0,1.0,1.97,False,False
EG,CCAP,2016,245,245,1.0,1.0,1.07,False,False
EG,CCAP,2017,244,244,1.0,1.0,1.12,False,False
EG,CCAP,2018,236,243,0.9711934156378601,1.0,3.0700000000000003,False,False
EG,CCAP,2019,243,243,1.0,1.0,3.4,False,False
EG,CCAP,2020,243,243,1.0,1.0,1.467,False,False
EG,CCAP,2021,244,244,1.0,1.0,1.2395,False,False
EG,CCAP,2022,244,244,1.0,1.0,1.3075,False,False
EG,CCAP,2023,242,242,1.0,1.0,2.26,False,False
EG,CCAP,2024,242,242,1.0,1.0,2.3,False,False
EG,CCAP,2025,242,243,0.9958847736625515,1.0,2.8049999999999997,False,False
EG,CCAP,2026,152,152,1.0,0.993421052631579,4.54,False,True
EG,CLHO,2016,162,245,0.6612244897959184,0.654320987654321,1.35,False,True
EG,CLHO,2017,242,244,0.9918032786885246,0.9380165289256198,3.385,False,False
EG,CLHO,2018,243,243,1.0,1.0,3.93,False,False
EG,CLHO,2019,243,243,1.0,0.9958847736625515,6.1,False,False
EG,CLHO,2020,243,243,1.0,1.0,4.93,False,False
EG,CLHO,2021,244,244,1.0,1.0,4.63,False,False
EG,CLHO,2022,244,244,1.0,1.0,4.695,False,False
EG,CLHO,2023,242,242,1.0,1.0,4.44,False,False
