Date,Price
2017-12-26,83.07
2017-12-27,83.07
2017-12-28,86.14
2017-12-31,94.15
2018-01-02,91.91
2018-01-03,92.3
2018-01-04,92.29
2018-01-08,92.29
2018-01-09,88.69
2018-01-10,85.53
2018-01-11,90.78
2018-01-14,83.07
2018-01-15,86.74
2018-01-16,88.61
2018-01-17,89.01
2018-01-18,89.53
2018-01-21,88.97
2018-01-22,88.61
2018-01-23,88.93
2018-01-24,91.19
2018-01-28,91.19
2018-01-29,88.9
2018-01-30,88.9
2018-02-01,89.3
2018-02-05,89.84
2018-02-06,89.84
2018-02-07,91.68
2018-02-08,89.85
2018-02-11,89.84
2018-02-14,89.16
2018-02-15,89.83
2018-02-18,89.22
2018-02-19,88.61
2018-02-20,88.61
2018-02-21,88.61
2018-02-22,86.25
2018-02-25,84.92
2018-02-26,84.92
2018-02-27,84.92
2018-02-28,84.92
2018-03-01,86.11
2018-03-05,84.92
2018-03-06,84.92
2018-03-07,84.92
2018-03-08,85.95
2018-03-12,92.3
2018-03-13,92.3
2018-03-14,89.26
2018-03-15,89.26
2018-03-19,89.24
2018-03-20,88.93
2018-03-21,87.69
2018-03-22,87.13
2018-03-25,86.77
2018-03-26,86.76
2018-03-27,86.76
2018-03-28,86.76
2018-03-29,89.22
2018-04-01,89.23
2018-04-02,86.77
2018-04-03,89.21
2018-04-04,86.16
2018-04-05,86.17
2018-04-10,83.55
2018-04-12,90.56
2018-04-15,89.7
2018-04-16,91.09
2018-04-17,87.37
2018-04-19,87.32
2018-04-22,84.15
2018-04-23,84.29
2018-04-26,84.92
2018-04-30,84.92
2018-05-02,86.08
2018-05-03,86.08
2018-05-06,86.08
2018-05-07,85.65
2018-05-08,85.35
2018-05-09,83.5
2018-05-10,83.38
2018-05-14,83.38
2018-05-16,80.0
2018-05-20,79.99
2018-05-21,79.99
2018-05-23,79.99
2018-05-27,78.3
2018-05-29,78.77
2018-05-30,78.15
2018-05-31,81.84
2018-06-03,81.84
2018-06-05,81.76
2018-06-06,81.76
2018-06-14,81.09
2018-06-20,77.53
2018-06-21,80.42
2018-06-25,78.2
2018-06-28,83.06
2018-07-05,83.06
2018-07-08,83.06
2018-07-09,80.13
2018-07-10,79.93
2018-07-11,79.89
2018-07-17,77.82
2018-07-22,77.82
2018-07-26,77.02
2018-07-29,77.02
2018-07-30,76.29
2018-08-02,75.77
2018-08-05,75.77
2018-08-09,75.23
2018-08-13,73.21
2018-08-14,73.19
2018-08-26,73.19
2018-08-28,73.19
2018-08-30,73.22
2018-09-02,73.21
2018-09-03,73.13
2018-09-04,71.7
2018-09-05,70.15
2018-09-06,71.56
2018-09-10,70.76
2018-09-12,70.75
2018-09-13,70.46
2018-09-16,70.46
2018-09-17,70.15
2018-09-18,70.15
2018-09-19,66.94
2018-09-25,67.08
2018-09-26,68.92
2018-09-27,69.27
2018-10-01,69.53
2018-10-02,68.92
2018-10-04,67.86
2018-10-08,68.31
2018-10-09,67.67
2018-10-10,67.69
2018-10-11,67.69
2018-10-14,67.69
2018-10-15,67.69
2018-10-22,67.69
2018-10-23,67.69
2018-10-28,67.69
2018-10-31,67.69
2018-11-01,67.69
2018-11-04,67.69
2018-11-06,67.07
2018-11-11,67.07
2018-11-12,67.07
2018-11-13,65.84
2018-11-14,65.84
2018-11-19,65.83
2018-11-21,64.61
2018-11-25,63.99
2018-11-27,64.19
2018-11-28,63.99
2018-12-03,63.99
2018-12-06,63.07
2018-12-10,63.07
2018-12-12,62.15
2018-12-16,61.55
2018-12-17,60.92
2018-12-18,60.3
2018-12-20,61.15
2018-12-23,61.53
2018-12-25,59.69
2018-12-31,65.63
2019-01-03,59.73
2019-01-08,59.69
2019-01-09,59.69
2019-01-10,59.66
2019-01-13,59.63
2019-01-14,59.63
2019-01-15,59.38
2019-01-16,59.07
2019-01-17,59.07
2019-01-20,60.92
2019-01-22,59.99
2019-01-27,60.0
2019-01-28,60.86
2019-01-29,58.46
2019-01-30,58.46
2019-01-31,58.46
2019-02-03,58.46
2019-02-04,58.31
2019-02-05,58.39
2019-02-10,58.39
2019-02-11,58.12
2019-02-13,57.53
2019-02-14,57.53
2019-02-17,57.48
2019-02-18,57.48
2019-02-19,57.2
2019-02-20,57.21
2019-02-24,56.65
2019-02-25,56.65
2019-02-26,56.65
2019-02-27,54.89
2019-02-28,59.92
2019-03-04,59.92
2019-03-05,59.92
2019-03-07,53.94
2019-03-10,56.16
2019-03-11,55.38
2019-03-12,54.6
2019-03-14,49.47
2019-03-17,50.5
2019-03-18,53.84
2019-03-19,52.46
2019-03-20,52.46
2019-03-21,53.06
2019-03-24,52.69
2019-03-26,52.69
2019-03-27,52.83
2019-03-28,54.95
2019-03-31,57.8
2019-04-01,57.8
2019-04-02,57.69
2019-04-03,57.69
2019-04-04,58.03
2019-04-07,58.33
2019-04-08,54.49
2019-04-09,54.49
2019-04-10,57.68
2019-04-11,57.68
2019-04-15,57.68
2019-04-16,57.3
2019-04-17,58.73
2019-04-18,58.73
2019-04-21,58.73
2019-04-22,58.73
2019-04-23,58.46
2019-04-24,57.77
2019-04-30,57.77
2019-05-02,57.77
2019-05-05,57.77
2019-05-07,56.15
2019-05-09,58.46
2019-05-13,56.16
2019-05-14,58.57
2019-05-16,62.79
2019-05-19,62.32
2019-05-20,63.04
2019-05-21,63.04
2019-05-22,63.06
2019-05-23,63.06
2019-05-26,63.06
2019-05-28,63.06
2019-05-29,60.0
2019-05-30,60.0
2019-06-03,60.77
2019-06-09,60.77
2019-06-10,60.76
2019-06-11,60.76
2019-06-12,60.76
2019-06-16,60.76
2019-06-17,60.76
2019-06-19,60.76
2019-06-20,60.76
2019-06-25,60.76
2019-06-26,60.76
2019-06-27,60.76
2019-07-02,60.75
2019-07-03,60.73
2019-07-04,60.73
2019-07-07,60.73
2019-07-08,60.73
2019-07-10,60.73
2019-07-11,60.73
2019-07-16,57.31
2019-07-18,58.66
2019-07-22,60.0
2019-07-24,60.0
2019-07-29,60.0
2019-07-30,59.99
2019-07-31,59.95
2019-08-01,59.83
2019-08-04,59.83
2019-08-05,59.83
2019-08-06,59.69
2019-08-07,59.79
2019-08-08,60.76
2019-08-14,59.99
2019-08-15,60.0
2019-08-21,60.0
2019-08-25,58.83
2019-08-26,58.81
2019-08-27,57.86
2019-08-29,57.86
2019-09-01,57.86
2019-09-02,57.86
2019-09-03,57.15
2019-09-05,54.76
2019-09-08,53.35
2019-09-09,53.35
2019-09-10,52.66
2019-09-11,51.69
2019-09-15,51.66
2019-09-16,51.55
2019-09-17,51.53
2019-09-18,51.53
2019-09-19,51.53
2019-09-22,50.74
2019-09-23,50.74
2019-09-24,50.74
2019-09-25,50.74
2019-09-26,50.76
2019-09-29,51.44
2019-09-30,51.44
2019-10-01,54.53
2019-10-02,49.63
2019-10-03,53.84
2019-10-08,50.77
2019-10-09,50.77
2019-10-10,53.83
2019-10-15,50.77
2019-10-16,50.77
2019-10-17,50.77
2019-10-20,52.3
2019-10-22,52.3
2019-10-23,50.0
2019-10-24,50.03
2019-10-27,49.63
2019-10-28,49.63
2019-10-29,49.24
2019-10-30,49.24
2019-10-31,49.75
2019-11-05,49.75
2019-11-07,49.23
2019-11-11,50.13
2019-11-12,49.95
2019-11-13,48.93
2019-11-14,50.23
2019-11-17,49.53
2019-11-18,49.97
2019-11-19,50.05
2019-11-20,51.93
2019-11-21,55.0
2019-11-24,55.0
2019-11-25,52.87
2019-11-26,54.99
2019-11-27,55.0
2019-11-28,53.77
2019-12-01,53.83
2019-12-02,52.65
2019-12-03,52.42
2019-12-04,53.07
2019-12-05,53.07
2019-12-08,52.67
2019-12-09,53.42
2019-12-11,50.8
2019-12-12,51.6
2019-12-17,51.15
2019-12-18,51.15
2019-12-19,51.15
2019-12-22,51.13
2019-12-23,51.25
2019-12-24,50.77
2019-12-26,50.77
2019-12-29,50.77
2019-12-30,50.03
2019-12-31,51.13
2020-01-02,51.31
2020-01-05,48.73
2020-01-06,48.46
2020-01-08,48.46
2020-01-12,48.67
2020-01-14,50.67
2020-01-15,50.27
2020-01-19,50.27
2020-01-20,51.53
2020-01-21,52.8
2020-01-22,53.66
2020-01-23,53.08
2020-01-26,53.82
2020-01-27,53.84
2020-01-28,53.68
2020-01-29,53.96
2020-01-30,54.61
2020-02-02,54.61
2020-02-03,54.61
2020-02-04,54.61
2020-02-05,54.61
2020-02-06,54.61
2020-02-09,54.61
2020-02-10,55.38
2020-02-11,55.38
2020-02-12,55.38
2020-02-13,56.4
2020-02-16,56.4
2020-02-17,56.4
2020-02-18,56.4
2020-02-19,56.19
2020-02-20,56.15
2020-02-24,56.15
2020-02-25,56.15
2020-02-26,56.15
2020-02-27,56.15
2020-03-01,53.77
2020-03-02,52.27
2020-03-03,52.27
2020-03-04,52.32
2020-03-05,52.32
2020-03-08,52.32
2020-03-09,47.72
2020-03-10,47.5
2020-03-11,47.0
2020-03-16,44.61
2020-03-17,44.54
2020-03-18,42.33
2020-03-19,42.3
2020-03-22,42.3
2020-03-23,44.63
2020-03-24,44.61
2020-03-25,44.6
2020-03-26,44.61
2020-03-29,45.0
2020-03-30,45.0
2020-03-31,43.47
2020-04-01,42.35
2020-04-02,42.23
2020-04-05,41.54
2020-04-06,41.54
2020-04-07,43.07
2020-04-08,43.07
2020-04-09,42.5
2020-04-12,42.3
2020-04-13,42.3
2020-04-14,42.3
2020-04-15,42.31
2020-04-16,42.12
2020-04-21,42.24
2020-04-22,42.0
2020-04-23,39.32
2020-04-26,39.43
2020-04-27,38.64
2020-04-28,37.74
2020-04-29,37.17
2020-04-30,37.77
2020-05-03,37.77
2020-05-04,38.54
2020-05-05,39.03
2020-05-06,39.47
2020-05-07,37.66
2020-05-10,37.69
2020-05-11,36.72
2020-05-12,36.48
2020-05-13,36.05
2020-05-14,35.4
2020-05-17,35.18
2020-05-18,36.04
2020-05-19,36.17
2020-05-20,36.15
2020-05-21,36.15
2020-05-31,36.28
2020-06-01,36.54
2020-06-02,36.54
2020-06-03,37.44
2020-06-04,38.45
2020-06-07,38.47
2020-06-08,38.66
2020-06-09,39.0
2020-06-10,39.0
2020-06-11,39.02
2020-06-14,39.24
2020-06-15,39.22
2020-06-16,39.15
2020-06-17,38.12
2020-06-18,39.1
2020-06-21,39.1
2020-06-22,38.57
2020-06-23,39.01
2020-06-24,38.46
2020-06-25,38.97
2020-06-28,39.17
2020-06-29,39.71
2020-06-30,40.69
2020-07-05,42.24
2020-07-06,41.41
2020-07-07,40.69
2020-07-08,40.39
2020-07-09,40.37
2020-07-12,39.35
2020-07-13,38.97
2020-07-14,39.24
2020-07-15,37.97
2020-07-16,37.67
2020-07-19,37.67
2020-07-20,36.56
2020-07-21,37.22
2020-07-22,36.36
2020-07-26,36.93
2020-07-27,37.06
2020-07-28,39.2
2020-07-29,37.5
2020-08-04,37.6
2020-08-05,37.36
2020-08-06,37.34
2020-08-09,37.69
2020-08-10,37.71
2020-08-11,37.39
2020-08-12,37.07
2020-08-13,36.93
2020-08-16,36.9
2020-08-17,36.78
2020-08-18,36.61
2020-08-19,36.32
2020-08-23,36.28
2020-08-24,36.24
2020-08-25,36.2
2020-08-26,35.85
2020-08-27,36.15
2020-08-30,35.84
2020-08-31,34.76
2020-09-01,35.4
2020-09-02,35.46
2020-09-03,35.56
2020-09-06,35.38
2020-09-07,35.15
2020-09-08,34.78
2020-09-09,34.62
2020-09-10,34.8
2020-09-13,34.97
2020-09-14,35.14
2020-09-15,35.1
2020-09-16,36.41
2020-09-17,36.2
2020-09-20,35.48
2020-09-21,34.93
2020-09-22,35.2
2020-09-23,34.94
2020-09-24,34.79
2020-09-27,34.64
2020-09-28,34.64
2020-09-29,34.71
2020-09-30,34.61
2020-10-01,34.61
2020-10-04,34.64
2020-10-05,34.77
2020-10-06,34.61
2020-10-07,34.59
2020-10-11,34.54
2020-10-12,34.62
2020-10-13,34.61
2020-10-14,34.54
2020-10-15,34.57
2020-10-18,34.89
2020-10-19,35.74
2020-10-20,36.15
2020-10-21,35.8
2020-10-22,35.77
2020-10-25,35.6
2020-10-26,35.63
2020-10-27,36.82
2020-10-28,36.52
2020-11-01,36.05
2020-11-02,35.77
2020-11-03,35.77
2020-11-04,36.16
2020-11-05,36.09
2020-11-08,35.77
2020-11-09,36.15
2020-11-10,36.27
2020-11-11,36.08
2020-11-12,36.13
2020-11-15,36.25
2020-11-16,37.31
2020-11-17,37.17
2020-11-18,38.34
2020-11-19,38.17
2020-11-22,38.17
2020-11-23,38.17
2020-11-24,38.46
2020-11-25,38.46
2020-11-26,37.74
2020-11-29,38.53
2020-11-30,38.51
2020-12-01,38.46
2020-12-02,38.04
2020-12-03,37.75
2020-12-06,37.74
2020-12-07,37.69
2020-12-08,37.69
2020-12-09,37.3
2020-12-10,37.3
2020-12-13,37.3
2020-12-14,37.3
2020-12-15,37.3
2020-12-16,37.3
2020-12-17,36.92
2020-12-20,36.92
2020-12-21,35.79
2020-12-22,36.46
2020-12-23,35.93
2020-12-24,35.49
2020-12-27,35.49
2020-12-28,34.66
2020-12-29,34.45
2020-12-30,33.86
2020-12-31,33.42
2021-01-03,33.34
2021-01-04,33.65
2021-01-05,33.77
2021-01-06,33.17
2021-01-10,33.83
2021-01-11,33.57
2021-01-12,33.15
2021-01-13,33.07
2021-01-14,33.08
2021-01-17,33.05
2021-01-18,32.71
2021-01-19,32.59
2021-01-20,31.58
2021-01-21,31.89
2021-01-24,31.75
2021-01-25,31.38
2021-01-26,31.02
2021-01-27,30.84
2021-01-31,31.19
2021-02-01,31.42
2021-02-02,31.68
2021-02-03,32.9
2021-02-04,32.41
2021-02-07,32.67
2021-02-08,32.02
2021-02-09,31.74
2021-02-10,32.86
2021-02-11,33.07
2021-02-14,33.93
2021-02-15,32.43
2021-02-16,33.12
2021-02-17,33.13
2021-02-18,32.95
2021-02-21,33.09
2021-02-22,33.09
2021-02-23,32.7
2021-02-24,32.41
2021-02-25,32.73
2021-02-28,32.76
2021-03-01,32.39
2021-03-02,32.3
2021-03-03,32.92
2021-03-04,32.91
2021-03-07,33.68
2021-03-08,33.25
2021-03-09,33.34
2021-03-10,33.5
2021-03-11,33.83
2021-03-14,33.84
2021-03-15,33.26
2021-03-16,33.06
2021-03-17,33.37
2021-03-18,33.21
2021-03-21,33.72
2021-03-22,32.7
2021-03-23,32.44
2021-03-24,32.73
2021-03-25,33.17
2021-03-28,34.02
2021-03-29,32.71
2021-03-30,32.71
2021-03-31,32.88
2021-04-01,32.67
2021-04-04,32.37
2021-04-05,30.86
2021-04-06,30.89
2021-04-07,31.14
2021-04-08,31.49
2021-04-11,31.66
2021-04-12,32.13
2021-04-13,32.18
2021-04-14,31.34
2021-04-15,30.67
2021-04-18,30.79
2021-04-19,31.04
2021-04-20,31.41
2021-04-21,32.21
2021-04-22,32.67
2021-04-25,33.01
2021-04-26,31.49
2021-04-27,31.62
2021-04-28,31.56
2021-05-04,31.54
2021-05-05,31.54
2021-05-06,31.54
2021-05-09,31.53
2021-05-10,31.57
2021-05-11,31.91
2021-05-17,32.27
2021-05-18,32.32
2021-05-19,32.39
2021-05-20,32.37
2021-05-23,32.36
2021-05-24,32.24
2021-05-25,31.54
2021-05-26,31.69
2021-05-27,31.98
2021-05-30,31.98
2021-05-31,31.59
2021-06-01,31.61
2021-06-02,31.57
2021-06-03,32.29
2021-06-06,32.32
2021-06-07,32.34
2021-06-08,32.7
2021-06-09,32.97
2021-06-10,33.07
2021-06-13,32.85
2021-06-14,33.22
2021-06-15,33.3
2021-06-16,33.3
2021-06-17,33.1
2021-06-20,33.13
2021-06-21,33.07
2021-06-22,33.09
2021-06-23,33.07
2021-06-24,33.04
2021-06-27,33.2
2021-06-28,33.59
2021-06-29,33.49
2021-06-30,34.34
2021-07-04,34.91
2021-07-05,34.57
2021-07-06,33.73
2021-07-07,33.8
2021-07-08,33.53
2021-07-11,33.53
2021-07-12,33.56
2021-07-13,34.58
2021-07-14,34.7
2021-07-15,34.87
2021-07-18,34.63
2021-07-25,34.65
2021-07-26,35.23
2021-07-27,36.09
2021-07-28,36.31
2021-07-29,36.24
2021-08-01,35.69
2021-08-02,36.27
2021-08-03,36.27
2021-08-04,36.27
2021-08-05,36.04
2021-08-08,36.67
2021-08-09,35.58
2021-08-10,35.36
2021-08-11,35.21
2021-08-15,35.49
2021-08-16,35.7
2021-08-17,35.8
2021-08-18,34.87
2021-08-19,34.15
2021-08-22,33.77
2021-08-23,34.24
2021-08-24,33.84
2021-08-25,35.31
2021-08-26,35.17
2021-08-29,35.3
2021-08-30,35.61
2021-08-31,35.17
2021-09-01,35.57
2021-09-02,35.28
2021-09-05,35.16
2021-09-06,35.0
2021-09-07,35.0
2021-09-08,35.25
2021-09-09,35.87
2021-09-12,35.87
2021-09-13,35.87
2021-09-14,35.91
2021-09-15,35.61
2021-09-16,35.61
2021-09-19,35.61
2021-09-20,35.61
2021-09-21,32.71
2021-09-22,32.71
2021-09-23,32.71
2021-09-26,32.71
2021-09-27,33.74
2021-09-28,33.74
2021-09-29,33.74
2021-09-30,33.74
2021-10-03,33.74
2021-10-04,33.74
2021-10-05,33.74
2021-10-06,33.74
2021-10-10,33.74
2021-10-11,33.07
2021-10-12,33.07
2021-10-13,33.07
2021-10-14,33.07
2021-10-17,33.07
2021-10-18,33.07
2021-10-19,32.47
2021-10-20,32.47
2021-10-24,32.47
2021-10-25,32.47
2021-10-26,32.47
2021-10-27,30.97
2021-10-28,31.19
2021-10-31,31.19
2021-11-01,31.0
2021-11-02,31.54
2021-11-03,30.98
2021-11-04,30.98
2021-11-07,30.37
2021-11-08,30.63
2021-11-09,30.45
2021-11-10,30.45
2021-11-11,29.51
2021-11-14,29.61
2021-11-15,29.26
2021-11-16,28.84
2021-11-17,28.77
2021-11-18,29.23
2021-11-21,29.51
2021-11-22,29.22
2021-11-23,29.27
2021-11-24,29.24
2021-11-25,29.24
2021-11-28,29.24
2021-11-29,29.24
2021-11-30,29.24
2021-12-01,29.45
2021-12-02,30.64
2021-12-05,30.94
2021-12-06,31.51
2021-12-07,30.86
2021-12-08,30.86
2021-12-09,30.86
2021-12-12,31.01
2021-12-13,31.01
2021-12-14,31.99
2021-12-15,32.31
2021-12-16,31.76
2021-12-19,31.65
2021-12-20,31.54
2021-12-21,31.58
2021-12-22,31.09
2021-12-23,31.14
2021-12-26,31.15
2021-12-27,31.11
2021-12-28,31.54
2021-12-29,31.64
2021-12-30,32.23
2022-01-02,31.5
2022-01-03,31.72
2022-01-04,32.52
2022-01-05,32.31
2022-01-09,32.14
2022-01-10,32.31
2022-01-11,32.41
2022-01-12,32.29
2022-01-13,31.97
2022-01-16,31.97
2022-01-17,32.31
2022-01-18,31.72
2022-01-19,31.58
2022-01-20,31.81
2022-01-23,32.3
2022-01-24,32.04
2022-01-25,31.52
2022-01-26,31.34
2022-01-30,31.34
2022-01-31,31.34
2022-02-01,31.6
2022-02-02,31.39
2022-02-03,31.29
2022-02-06,31.29
2022-02-07,31.66
2022-02-08,31.66
2022-02-09,30.96
2022-02-10,30.97
2022-02-13,30.81
2022-02-14,30.73
2022-02-15,30.75
2022-02-16,30.77
2022-02-17,30.77
2022-02-20,30.54
2022-02-21,30.54
2022-02-22,30.54
2022-02-23,30.77
2022-02-24,30.54
2022-02-27,29.61
2022-02-28,29.64
2022-03-01,30.0
2022-03-02,30.0
2022-03-03,29.74
2022-03-06,29.67
2022-03-07,29.34
2022-03-08,29.16
2022-03-09,29.16
2022-03-10,29.57
2022-03-13,29.51
2022-03-14,29.51
2022-03-15,29.51
2022-03-16,29.25
2022-03-17,29.99
2022-03-20,29.81
2022-03-21,30.72
2022-03-22,31.24
2022-03-23,30.57
2022-03-24,30.34
2022-03-27,30.34
2022-03-28,30.34
2022-03-29,29.61
2022-03-30,29.61
2022-03-31,29.47
2022-04-03,30.54
2022-04-04,30.0
2022-04-05,30.0
2022-04-06,30.0
2022-04-07,29.27
2022-04-10,29.27
2022-04-11,28.54
2022-04-12,28.89
2022-04-13,29.15
2022-04-14,28.46
2022-04-17,28.46
2022-04-18,28.46
2022-04-19,29.15
2022-04-20,27.27
2022-04-21,27.04
2022-04-26,26.16
2022-04-27,26.15
2022-04-28,26.17
2022-05-08,26.15
2022-05-09,25.51
2022-05-10,24.7
2022-05-11,24.61
2022-05-12,24.6
2022-05-15,24.37
2022-05-16,24.16
2022-05-17,24.56
2022-05-18,24.61
2022-05-19,24.03
2022-05-22,24.03
2022-05-23,24.54
2022-05-24,24.01
2022-05-25,24.18
2022-05-26,23.71
2022-05-29,23.84
2022-05-30,23.84
2022-05-31,24.24
2022-06-01,23.64
2022-06-02,23.41
2022-06-05,23.12
2022-06-06,23.57
2022-06-07,23.74
2022-06-08,24.27
2022-06-09,24.54
2022-06-12,24.57
2022-06-13,23.78
2022-06-14,23.78
2022-06-15,23.83
2022-06-16,23.75
2022-06-19,23.62
2022-06-20,23.04
2022-06-21,23.0
2022-06-22,22.91
2022-06-23,22.81
2022-06-26,23.04
2022-06-27,22.39
2022-06-28,22.79
2022-06-29,23.41
2022-07-03,22.81
2022-07-04,22.46
2022-07-05,21.9
2022-07-06,21.84
2022-07-07,22.17
2022-07-17,22.02
2022-07-18,22.33
2022-07-19,21.84
2022-07-20,21.55
2022-07-21,21.61
2022-07-24,22.01
2022-07-25,21.88
2022-07-26,22.34
2022-07-27,22.01
2022-07-28,22.3
2022-07-31,23.57
2022-08-01,22.99
2022-08-02,23.43
2022-08-03,23.08
2022-08-04,23.1
2022-08-07,23.4
2022-08-08,23.13
2022-08-09,22.68
2022-08-10,23.08
2022-08-11,23.06
2022-08-14,23.39
2022-08-15,22.91
2022-08-16,23.08
2022-08-17,22.7
2022-08-18,22.69
2022-08-21,23.65
2022-08-22,23.48
2022-08-23,23.88
2022-08-24,23.32
2022-08-25,23.84
2022-08-28,23.87
2022-08-29,23.57
2022-08-30,24.65
2022-08-31,24.43
2022-09-01,24.25
2022-09-04,24.24
2022-09-05,24.17
2022-09-06,24.46
2022-09-07,24.24
2022-09-08,24.53
2022-09-11,24.36
2022-09-12,24.56
2022-09-13,24.35
2022-09-14,24.39
2022-09-15,24.16
2022-09-18,23.45
2022-09-19,23.87
2022-09-20,24.22
2022-09-21,24.23
2022-09-22,24.23
2022-09-25,24.19
2022-09-26,23.93
2022-09-27,23.74
2022-09-28,23.36
2022-09-29,23.38
2022-10-02,23.2
2022-10-03,22.97
2022-10-04,23.08
2022-10-05,23.09
2022-10-09,22.84
2022-10-10,22.68
2022-10-11,22.87
2022-10-12,22.18
2022-10-13,22.3
2022-10-16,22.48
2022-10-17,22.17
2022-10-18,22.31
2022-10-19,22.14
2022-10-20,22.1
2022-10-23,22.14
2022-10-24,22.18
2022-10-25,22.19
2022-10-26,22.14
2022-10-27,23.17
2022-10-30,23.54
2022-10-31,23.79
2022-11-01,24.54
2022-11-02,23.81
2022-11-03,23.67
2022-11-06,23.71
2022-11-07,23.69
2022-11-08,23.11
2022-11-09,22.98
2022-11-10,23.84
2022-11-13,24.48
2022-11-14,24.8
2022-11-15,24.6
2022-11-16,24.63
2022-11-17,25.21
2022-11-20,25.65
2022-11-21,25.24
2022-11-22,24.67
2022-11-23,24.61
2022-11-24,24.71
2022-11-27,25.77
2022-11-28,26.39
2022-11-29,26.68
2022-11-30,26.57
2022-12-01,26.5
2022-12-04,27.46
2022-12-05,27.38
2022-12-06,27.91
2022-12-07,27.91
2022-12-08,28.27
2022-12-11,28.36
2022-12-12,28.27
2022-12-13,28.61
2022-12-14,29.23
2022-12-15,29.07
2022-12-18,28.88
2022-12-19,28.66
2022-12-20,28.61
2022-12-21,28.71
2022-12-22,28.49
2022-12-25,27.87
2022-12-26,28.02
2022-12-27,28.13
2022-12-28,28.34
2022-12-29,28.08
2023-01-02,29.05
2023-01-03,28.84
2023-01-04,28.84
2023-01-05,29.91
2023-01-09,29.68
2023-01-10,29.01
2023-01-11,30.15
2023-01-12,29.65
2023-01-15,29.64
2023-01-16,29.74
2023-01-17,30.07
2023-01-18,31.07
2023-01-19,30.64
2023-01-22,31.1
2023-01-23,30.54
2023-01-24,30.54
2023-01-25,30.62
2023-01-29,30.67
2023-01-30,30.42
2023-01-31,29.71
2023-02-01,29.59
2023-02-02,29.3
2023-02-05,29.23
2023-02-06,29.52
2023-02-07,29.65
2023-02-08,29.57
2023-02-09,29.87
2023-02-12,30.47
2023-02-13,30.34
2023-02-14,31.48
2023-02-15,31.56
2023-02-16,31.05
2023-02-19,29.32
2023-02-20,28.22
2023-02-21,28.06
2023-02-22,26.7
2023-02-23,27.38
2023-02-26,27.13
2023-02-27,27.22
2023-02-28,26.92
2023-03-01,27.06
2023-03-02,26.93
2023-03-05,26.83
2023-03-06,26.81
2023-03-07,26.51
2023-03-08,26.29
2023-03-09,26.51
2023-03-12,26.06
2023-03-13,25.76
2023-03-14,26.15
2023-03-15,25.42
2023-03-16,25.5
2023-03-19,25.29
2023-03-20,25.4
2023-03-21,25.86
2023-03-22,25.67
2023-03-23,25.77
2023-03-26,25.89
2023-03-27,25.87
2023-03-28,26.03
2023-03-29,25.95
2023-03-30,25.88
2023-04-02,25.82
2023-04-03,25.97
2023-04-04,26.04
2023-04-05,26.36
2023-04-06,26.37
2023-04-09,26.32
2023-04-10,26.42
2023-04-11,26.34
2023-04-12,25.98
2023-04-13,26.48
2023-04-18,26.92
2023-04-19,25.86
2023-04-26,25.87
2023-04-27,26.0
2023-04-30,25.81
2023-05-01,25.75
2023-05-02,25.77
2023-05-03,25.61
2023-05-07,25.78
2023-05-08,25.47
2023-05-09,25.0
2023-05-10,25.01
2023-05-11,26.36
2023-05-14,28.27
2023-05-15,27.48
2023-05-16,26.21
2023-05-17,26.11
2023-05-18,25.76
2023-05-21,25.95
2023-05-22,25.69
2023-05-23,24.9
2023-05-24,24.57
2023-05-25,24.7
2023-05-28,25.69
2023-05-29,26.9
2023-05-30,26.62
2023-05-31,26.25
2023-06-01,26.11
2023-06-04,26.58
2023-06-05,26.66
2023-06-06,26.67
2023-06-07,25.94
2023-06-08,25.72
2023-06-11,27.2
2023-06-12,26.9
2023-06-13,27.0
2023-06-14,26.78
2023-06-15,26.59
2023-06-18,26.73
2023-06-19,26.42
2023-06-20,26.7
2023-06-21,25.97
2023-06-22,25.83
2023-06-25,26.05
2023-06-26,27.0
2023-07-04,28.2
2023-07-05,28.16
2023-07-06,27.8
2023-07-09,26.0
2023-07-10,27.2
2023-07-11,27.01
2023-07-12,26.75
2023-07-13,27.0
2023-07-16,26.69
2023-07-17,26.67
2023-07-18,26.73
2023-07-19,26.86
2023-07-24,26.73
2023-07-25,26.57
2023-07-26,26.57
2023-07-27,26.18
2023-07-30,26.19
2023-07-31,26.4
2023-08-01,25.99
2023-08-02,25.8
2023-08-03,25.69
2023-08-06,26.0
2023-08-07,26.42
2023-08-08,26.36
2023-08-09,26.53
2023-08-10,26.14
2023-08-13,26.36
2023-08-14,26.99
2023-08-15,26.85
2023-08-16,27.65
2023-08-17,27.1
2023-08-20,27.35
2023-08-21,27.34
2023-08-22,30.2
2023-08-23,31.35
2023-08-24,31.11
2023-08-27,31.19
2023-08-28,32.81
2023-08-29,32.94
2023-08-30,32.39
2023-08-31,31.79
2023-09-03,32.45
2023-09-04,33.51
2023-09-05,33.5
2023-09-06,33.54
2023-09-07,34.04
2023-09-10,33.92
2023-09-11,33.99
2023-09-12,34.28
2023-09-13,34.56
2023-09-14,34.93
2023-09-17,34.19
2023-09-18,33.81
2023-09-19,35.29
2023-09-20,34.81
2023-09-21,34.72
2023-09-24,35.11
2023-09-25,34.78
2023-09-26,34.35
2023-09-27,34.0
2023-10-01,33.91
2023-10-02,32.83
2023-10-03,31.96
2023-10-04,33.1
2023-10-08,31.83
2023-10-09,32.03
2023-10-10,33.32
2023-10-11,32.88
