Date,Close
2011-01-02,2741.15
2011-01-03,2752.97
2011-01-04,2748.19
2011-01-05,2756.8
2011-01-06,2752.33
2011-01-09,2764.15
2011-01-10,2754.73
2011-01-11,2740.18
2011-01-12,2739.84
2011-01-13,2737.65
2011-01-16,2713.2
2011-01-17,2690.07
2011-01-18,2679.55
2011-01-19,2676.14
2011-01-20,2683.66
2011-01-23,2682.64
2011-01-24,2674.18
2011-01-25,2666.54
2011-01-26,2668.66
2011-01-27,2659.04
2011-01-30,2561.06
2011-01-31,2586.75
2011-02-01,2599.34
2011-02-02,2624.31
2011-02-03,2645.02
2011-02-06,2673.68
2011-02-07,2693.0
2011-02-08,2703.95
2011-02-09,2709.13
2011-02-10,2710.61
2011-02-13,2727.71
2011-02-14,2711.16
2011-02-15,2715.91
2011-02-16,2683.97
2011-02-20,2632.69
2011-02-21,2620.29
2011-02-22,2579.25
2011-02-23,2608.24
2011-02-24,2613.5
2011-02-27,2628.31
2011-02-28,2588.9
2011-03-01,2574.32
2011-03-02,2527.4
2011-03-03,2529.82
2011-03-06,2558.28
2011-03-07,2548.71
2011-03-08,2573.05
2011-03-09,2605.8
2011-03-10,2617.13
2011-03-13,2655.63
2011-03-14,2629.41
2011-03-15,2614.71
2011-03-16,2600.32
2011-03-17,2584.89
2011-03-20,2602.26
2011-03-21,2614.01
2011-03-22,2630.12
2011-03-23,2628.98
2011-03-24,2632.95
2011-03-27,2645.85
2011-03-28,2633.57
2011-03-29,2634.69
2011-03-30,2632.92
2011-03-31,2607.12
2011-04-03,2608.72
2011-04-04,2601.35
2011-04-05,2590.14
2011-04-06,2591.58
2011-04-07,2597.08
2011-04-10,2608.5
2011-04-11,2619.34
2011-04-12,2632.44
2011-04-13,2659.32
2011-04-14,2678.84
2011-04-17,2698.15
2011-04-18,2709.33
2011-04-19,2703.57
2011-04-20,2708.75
2011-04-21,2711.15
2011-04-24,2712.43
2011-04-25,2690.69
2011-04-26,2689.3
2011-04-27,2704.24
2011-04-28,2695.5
2011-05-01,2690.87
2011-05-02,2692.02
2011-05-03,2689.29
2011-05-04,2699.88
2011-05-05,2697.56
2011-05-08,2685.71
2011-05-09,2675.61
2011-05-10,2670.82
2011-05-11,2675.79
2011-05-12,2672.89
2011-05-15,2655.1
2011-05-16,2641.23
2011-05-17,2650.88
2011-05-18,2659.7
2011-05-19,2654.82
2011-05-22,2646.77
2011-05-23,2631.83
2011-05-24,2616.29
2011-05-25,2600.28
2011-05-26,2598.23
2011-05-29,2607.53
2011-05-30,2621.3
2011-05-31,2639.14
2011-06-01,2666.01
2011-06-02,2672.55
2011-06-05,2666.16
2011-06-06,2678.04
2011-06-07,2690.05
2011-06-08,2696.36
2011-06-09,2703.34
2011-06-12,2700.84
2011-06-13,2709.56
2011-06-14,2711.54
2011-06-15,2743.64
2011-06-16,2761.48
2011-06-19,2775.44
2011-06-20,2757.12
2011-06-21,2731.84
2011-06-22,2732.54
2011-06-23,2716.72
2011-06-26,2718.43
2011-06-27,2704.47
2011-06-28,2711.3
2011-06-29,2704.19
2011-07-03,2708.4
2011-07-04,2715.06
2011-07-05,2729.28
2011-07-06,2717.07
2011-07-07,2714.77
2011-07-10,2721.77
2011-07-11,2725.2
2011-07-12,2713.3
2011-07-13,2714.76
2011-07-14,2725.25
2011-07-17,2732.85
2011-07-18,2707.23
2011-07-19,2697.65
2011-07-20,2688.32
2011-07-21,2693.27
2011-07-24,2687.17
2011-07-25,2663.13
2011-07-26,2673.97
2011-07-27,2641.41
2011-07-28,2627.99
2011-07-31,2619.7
2011-08-01,2637.88
2011-08-02,2645.81
2011-08-03,2650.45
2011-08-04,2670.79
2011-08-07,2603.22
2011-08-08,2612.8
2011-08-09,2577.76
2011-08-10,2602.5
2011-08-11,2588.64
2011-08-14,2600.48
2011-08-15,2600.02
2011-08-16,2585.8
2011-08-17,2584.98
2011-08-18,2583.55
2011-08-21,2555.86
2011-08-22,2570.95
2011-08-23,2577.55
2011-08-24,2582.13
2011-08-25,2590.49
2011-08-28,2602.04
2011-08-29,2616.02
2011-09-04,2612.82
2011-09-05,2603.06
2011-09-06,2604.85
2011-09-07,2601.02
2011-09-08,2599.64
2011-09-11,2594.01
2011-09-12,2583.95
2011-09-13,2583.7
2011-09-14,2579.18
2011-09-15,2576.69
2011-09-18,2570.82
2011-09-19,2564.02
2011-09-20,2556.93
2011-09-21,2557.99
2011-09-22,2557.45
2011-09-25,2538.01
2011-09-26,2531.88
2011-09-27,2543.81
2011-09-28,2534.7
2011-09-29,2533.41
2011-10-02,2535.84
2011-10-03,2519.02
2011-10-04,2496.99
2011-10-05,2488.43
2011-10-06,2494.46
2011-10-09,2499.66
2011-10-10,2498.0
2011-10-11,2494.21
2011-10-12,2486.86
2011-10-13,2477.8
2011-10-16,2471.41
2011-10-17,2453.97
2011-10-18,2446.78
2011-10-19,2445.85
2011-10-20,2444.07
2011-10-23,2441.8
2011-10-24,2446.71
2011-10-25,2450.61
2011-10-26,2454.85
2011-10-27,2471.67
2011-10-30,2508.94
2011-10-31,2501.43
2011-11-01,2496.37
2011-11-02,2490.17
2011-11-03,2482.23
2011-11-09,2483.29
2011-11-10,2477.84
2011-11-13,2492.33
2011-11-14,2486.83
2011-11-15,2480.07
2011-11-16,2475.57
2011-11-17,2473.57
2011-11-20,2461.17
2011-11-21,2450.25
2011-11-22,2439.69
2011-11-23,2430.03
2011-11-24,2418.13
2011-11-27,2416.04
2011-11-28,2423.25
2011-11-29,2436.21
2011-11-30,2444.86
2011-12-04,2472.95
2011-12-05,2470.52
2011-12-06,2450.86
2011-12-07,2443.08
2011-12-08,2442.13
2011-12-11,2458.91
2011-12-12,2457.12
2011-12-13,2448.7
2011-12-14,2442.82
2011-12-15,2413.24
2011-12-18,2412.22
2011-12-19,2393.28
2011-12-20,2373.11
2011-12-21,2343.25
2011-12-22,2351.09
2011-12-25,2350.28
2011-12-26,2352.37
2011-12-27,2351.48
2011-12-28,2366.37
2011-12-29,2402.28
2012-01-02,2396.98
2012-01-03,2409.38
2012-01-04,2416.61
2012-01-05,2398.76
2012-01-08,2386.47
2012-01-09,2360.96
2012-01-10,2362.17
2012-01-11,2365.46
2012-01-12,2360.55
2012-01-15,2344.18
2012-01-16,2324.73
2012-01-17,2293.09
2012-01-18,2332.72
2012-01-19,2336.98
2012-01-22,2340.52
2012-01-23,2352.74
2012-01-24,2361.55
2012-01-25,2375.25
2012-01-26,2390.16
2012-01-29,2432.61
2012-01-30,2421.68
2012-01-31,2453.98
2012-02-01,2466.06
2012-02-02,2476.62
2012-02-05,2477.69
2012-02-06,2475.31
2012-02-07,2468.67
2012-02-08,2464.88
2012-02-09,2466.74
2012-02-12,2456.22
2012-02-13,2466.03
2012-02-14,2489.5
2012-02-15,2487.99
2012-02-16,2474.43
2012-02-19,2489.07
2012-02-20,2504.17
2012-02-21,2527.04
2012-02-22,2534.91
2012-02-23,2539.2
2012-02-26,2571.58
2012-02-27,2575.13
2012-02-28,2593.22
2012-02-29,2611.13
2012-03-01,2623.87
2012-03-04,2641.29
2012-03-05,2625.42
2012-03-06,2610.06
2012-03-07,2553.32
2012-03-08,2561.74
2012-03-11,2586.95
2012-03-12,2614.83
2012-03-13,2623.02
2012-03-14,2630.11
2012-03-15,2625.85
2012-03-18,2606.29
2012-03-19,2604.74
2012-03-20,2586.53
2012-03-21,2593.25
2012-03-22,2568.29
2012-03-25,2587.67
2012-03-26,2577.4
2012-03-27,2574.57
2012-03-28,2566.92
2012-03-29,2553.0
2012-04-01,2567.98
2012-04-02,2559.87
2012-04-03,2563.57
2012-04-04,2563.77
2012-04-05,2558.98
2012-04-08,2558.14
2012-04-09,2546.54
2012-04-10,2546.82
2012-04-11,2532.03
2012-04-12,2523.1
2012-04-15,2512.27
2012-04-16,2499.67
2012-04-17,2504.88
2012-04-18,2513.01
2012-04-19,2500.22
2012-04-22,2495.78
2012-04-23,2499.35
2012-04-24,2505.09
2012-04-25,2512.19
2012-04-26,2507.9
2012-04-29,2512.17
2012-04-30,2503.82
2012-05-01,2504.78
2012-05-02,2505.54
2012-05-03,2501.44
2012-05-06,2495.31
2012-05-07,2487.84
2012-05-08,2486.12
2012-05-09,2481.13
2012-05-10,2478.15
2012-05-13,2473.51
2012-05-14,2473.0
2012-05-15,2473.32
2012-05-16,2467.21
2012-05-17,2467.85
2012-05-20,2463.43
2012-05-21,2468.49
2012-05-22,2471.05
2012-05-23,2475.52
2012-05-24,2464.68
2012-05-27,2460.36
2012-05-28,2456.68
2012-05-29,2455.31
2012-05-30,2449.73
2012-05-31,2441.03
2012-06-03,2426.82
2012-06-04,2422.39
2012-06-05,2433.39
2012-06-06,2435.19
2012-06-07,2439.65
2012-06-10,2454.47
2012-06-11,2463.38
2012-06-12,2447.57
2012-06-13,2448.22
2012-06-14,2446.42
2012-06-18,2460.14
2012-06-19,2467.97
2012-06-20,2489.55
2012-06-21,2508.59
2012-06-24,2480.84
2012-06-25,2487.71
2012-06-26,2482.05
2012-06-27,2469.86
2012-06-28,2447.62
2012-07-01,2460.09
2012-07-02,2458.35
2012-07-03,2466.13
2012-07-04,2472.06
2012-07-05,2472.27
2012-07-08,2475.11
2012-07-09,2478.67
2012-07-10,2474.97
2012-07-11,2465.41
2012-07-12,2466.54
2012-07-15,2460.74
2012-07-16,2456.89
2012-07-17,2462.75
2012-07-18,2463.62
2012-07-19,2467.96
2012-07-22,2471.76
2012-07-23,2468.8
2012-07-24,2464.49
2012-07-25,2464.04
2012-07-26,2470.23
2012-07-29,2485.51
2012-07-30,2495.12
2012-07-31,2506.23
2012-08-01,2516.6
2012-08-02,2507.81
2012-08-05,2511.09
2012-08-06,2504.76
2012-08-07,2510.87
2012-08-08,2514.45
2012-08-09,2534.72
2012-08-12,2540.69
2012-08-13,2547.02
2012-08-14,2553.56
2012-08-15,2556.96
2012-08-16,2575.87
2012-08-22,2589.5
2012-08-23,2595.34
2012-08-26,2601.13
2012-08-27,2589.6
2012-08-28,2574.11
2012-08-29,2574.8
2012-08-30,2561.61
2012-09-02,2557.01
2012-09-03,2556.82
2012-09-04,2552.36
2012-09-05,2556.24
2012-09-06,2562.67
2012-09-09,2588.57
2012-09-10,2592.64
2012-09-11,2596.73
2012-09-12,2602.2
2012-09-13,2608.75
2012-09-16,2629.44
2012-09-17,2626.32
2012-09-18,2611.62
2012-09-19,2617.49
2012-09-20,2616.15
2012-09-23,2611.44
2012-09-24,2604.77
2012-09-25,2606.23
2012-09-26,2597.58
2012-09-27,2602.97
2012-09-30,2605.41
2012-10-01,2634.92
2012-10-02,2647.44
2012-10-03,2653.47
2012-10-04,2649.94
2012-10-07,2647.89
2012-10-08,2648.03
2012-10-09,2651.48
2012-10-10,2652.18
2012-10-11,2654.33
2012-10-14,2641.84
2012-10-15,2643.95
2012-10-16,2647.31
2012-10-17,2655.92
2012-10-18,2652.44
2012-10-21,2652.45
2012-10-22,2648.24
2012-10-23,2653.45
2012-10-24,2657.72
2012-10-29,2670.93
2012-10-30,2671.69
2012-10-31,2672.43
2012-11-01,2673.44
2012-11-04,2669.5
2012-11-05,2662.76
2012-11-06,2674.9
2012-11-07,2676.4
2012-11-08,2674.39
2012-11-11,2670.72
2012-11-12,2705.93
2012-11-13,2694.81
2012-11-14,2691.34
2012-11-18,2681.33
2012-11-19,2660.17
2012-11-20,2660.8
2012-11-21,2642.45
2012-11-22,2642.42
2012-11-25,2636.53
2012-11-26,2646.51
2012-11-27,2643.44
2012-11-28,2646.92
2012-11-29,2674.56
2012-12-04,2676.97
2012-12-05,2677.0
2012-12-06,2674.21
2012-12-09,2690.13
2012-12-10,2685.57
2012-12-11,2617.22
2012-12-12,2603.64
2012-12-13,2612.17
2012-12-16,2614.11
2012-12-17,2610.94
2012-12-18,2611.35
2012-12-19,2612.8
2012-12-20,2619.65
2012-12-23,2631.38
2012-12-24,2638.17
2012-12-25,2628.67
2012-12-26,2618.68
2012-12-27,2625.51
2012-12-30,2626.97
2012-12-31,2630.86
2013-01-02,2678.22
2013-01-03,2685.99
2013-01-06,2709.67
2013-01-07,2705.67
2013-01-08,2722.86
2013-01-09,2716.77
2013-01-10,2728.27
2013-01-13,2741.83
2013-01-14,2766.29
2013-01-15,2773.95
2013-01-16,2769.67
2013-01-17,2765.82
2013-01-20,2782.0
2013-01-21,2778.08
2013-01-22,2754.03
2013-01-23,2783.0
2013-01-27,2799.63
2013-01-28,2806.89
2013-01-29,2839.04
2013-01-30,2851.26
2013-01-31,2881.78
2013-02-03,2880.87
2013-02-04,2890.24
2013-02-05,2900.79
2013-02-06,2897.86
2013-02-07,2908.77
2013-02-10,2893.71
2013-02-11,2923.93
2013-02-12,2923.97
2013-02-13,2955.44
2013-02-14,2934.99
2013-02-17,2968.54
2013-02-18,2970.68
2013-02-19,2963.88
2013-02-20,3010.6
2013-02-21,3022.48
2013-02-24,3028.13
2013-02-25,3034.66
2013-02-26,3004.79
2013-02-27,3056.39
2013-02-28,3044.89
2013-03-03,3036.64
2013-03-04,3026.45
2013-03-05,3019.77
2013-03-06,3001.95
2013-03-07,2970.63
2013-03-10,2982.43
2013-03-11,2993.03
2013-03-12,3004.38
2013-03-13,3008.34
2013-03-14,3030.37
2013-03-17,3049.6
2013-03-18,3020.44
2013-03-19,3037.73
2013-03-20,3017.99
2013-03-21,2995.42
2013-03-24,2993.49
2013-03-25,2999.39
2013-03-26,3014.63
2013-03-27,3005.29
2013-03-28,3017.72
2013-03-31,3025.33
2013-04-01,3008.09
2013-04-02,3006.89
2013-04-03,3022.23
2013-04-04,3058.81
2013-04-07,3056.21
2013-04-08,3070.08
2013-04-09,3088.39
2013-04-10,3117.22
2013-04-11,3127.36
2013-04-14,3134.09
2013-04-15,3105.48
2013-04-16,3094.26
2013-04-17,3090.51
2013-04-18,3088.97
2013-04-21,3096.76
2013-04-22,3153.03
2013-04-23,3188.21
2013-04-24,3254.07
2013-04-25,3287.87
2013-04-28,3278.22
2013-04-29,3279.94
2013-04-30,3273.63
2013-05-01,3273.5
2013-05-02,3280.18
2013-05-05,3306.75
2013-05-06,3318.49
2013-05-07,3339.86
2013-05-08,3343.82
2013-05-09,3356.87
2013-05-12,3404.46
2013-05-13,3418.93
2013-05-14,3481.47
2013-05-15,3513.42
2013-05-16,3514.17
2013-05-19,3564.2
2013-05-20,3523.34
2013-05-21,3509.64
2013-05-22,3503.38
2013-05-23,3460.36
2013-05-26,3427.2
2013-05-27,3469.13
2013-05-28,3489.19
2013-05-29,3529.33
2013-05-30,3562.88
2013-06-02,3589.87
2013-06-03,3591.75
2013-06-04,3572.27
2013-06-05,3599.29
2013-06-09,3590.43
2013-06-10,3556.4
2013-06-11,3566.65
2013-06-12,3661.09
2013-06-13,3661.39
2013-06-16,3630.37
2013-06-17,3643.24
2013-06-18,3659.54
2013-06-19,3664.99
2013-06-20,3632.36
2013-06-23,3564.42
2013-06-24,3526.54
2013-06-25,3538.88
2013-06-26,3506.9
2013-06-27,3540.47
2013-06-30,3551.24
2013-07-01,3610.22
2013-07-02,3583.74
2013-07-03,3564.24
2013-07-04,3562.69
2013-07-07,3580.94
2013-07-08,3645.04
2013-07-09,3681.69
2013-07-10,3702.18
2013-07-11,3705.65
2013-07-14,3737.96
2013-07-15,3767.39
2013-07-16,3787.51
2013-07-17,3800.28
2013-07-18,3822.21
2013-07-21,3857.52
2013-07-22,3864.91
2013-07-23,3891.23
