origin,origin_idx,h,h_grade,grade_date,spot,realized,z,alpha,drift,sigma_h,crps,crps_b,pin50,pin50_b,wink,wink_b,pit,in50,in80,in90,w90,w90_b,med_disp,u,crps_n,crps_b_n
2022-04-05,2703,61,57,2022-07-05,0.305,0.298,-0.626157660629058,0.0,0.02211716199690204,0.26438661238530436,0.01818336294839483,0.015105366023376011,0.006712150315734522,0.006933999348953196,0.2687801611817284,0.1952053714209438,0.4223,True,True,True,0.8812464301040277,0.6400176112162091,0.021063280758914837,-0.1714740836908926,0.0596175834373601,0.049525790240577086
2022-07-05,2760,61,61,2022-10-05,0.298,0.377,-0.43243039068844724,0.0,0.026652433764564557,0.2663448406563769,0.04143651826859464,0.04348175029245712,0.035245939135813004,0.03563012485685074,0.26633241975651967,0.1842661168865985,0.81335,False,True,True,0.8937329522030861,0.6183426741161023,0.028550744054946398,0.7828169926784343,0.13904871902212967,0.1459119137330776
2022-10-05,2821,61,64,2023-01-05,0.377,0.496,0.2522941469787027,0.0,0.026652433764564557,0.25745166173814765,0.06556286548845575,0.07254547836782674,0.054208227685824756,0.05455088125315832,0.32161559347608276,0.21035562250787015,0.85735,False,True,True,0.8530917598835086,0.5579724734956768,0.02807306267466969,0.9620380922779366,0.17390680500916644,0.1924283245830948
2023-01-05,2885,60,62,2023-04-05,0.496,0.538,1.3582014824642332,0.0,0.03764321461984358,0.24486415488062688,0.028284181662221936,0.021925372257406046,0.01203321061341367,0.011841367666833191,0.41239494761435597,0.27123504153865213,0.5861,True,True,True,0.8314414266418467,0.5468448418117987,0.036156408816880425,0.17821889381190942,0.0570245598028668,0.04420437955122187
2023-04-05,2947,61,53,2023-07-05,0.538,0.713,1.6443873152955066,0.0,0.041907710345987746,0.29110058292915153,0.09000393081477943,0.1021864430099825,0.0766398274820011,0.07653423894162864,0.5349651297053741,0.2920203688966011,0.82595,False,True,True,0.9943589771475355,0.5427887897706339,0.04037238854274672,0.8234787697586502,0.1672935517003335,0.18993762641260686
2023-07-05,3000,60,63,2023-10-08,0.713,0.694,1.9777981830173121,0.0,0.041907710345987746,0.2386936476913503,0.0429814546746667,0.03504518000195636,0.023411903987357707,0.025417225817544353,0.5809568927123985,0.35962416159468735,0.37315,True,True,True,0.8148063011394089,0.504381713316532,0.03902357359707631,-0.2887264530080603,0.06028254512575975,0.04915172510793319
2023-10-08,3063,61,64,2024-01-08,0.694,1.453,-0.9879658762226955,0.0,0.04401298594508981,0.2711166386672713,0.5965011839031356,0.6580396215688387,0.36368004678735066,0.3630042675638716,7.478194108093257,10.94150418378968,0.9894,False,False,False,0.9228775024794366,0.5139126254014103,0.045590643264119324,2.5631061248557585,0.8595117923676305,0.9481838927504881
2024-01-08,3127,60,64,2024-04-08,1.453,2.62,1.1300369918774391,0.0,0.04401298594508981,0.25344914939524715,0.85394897166907,0.9123614451028127,0.5502462848107401,0.5517440489658657,8.345726776884714,11.967118393368091,0.9806,False,False,False,0.8617003629749942,0.6598595849215986,0.04577249165761854,2.152427611382624,0.5877143645348039,0.6279156538904422
2024-04-08,3191,61,52,2024-07-08,2.62,2.99,-0.8055405436442704,0.0,0.06024586736063519,0.3130991766894926,0.20447196560483172,0.2482272050163814,0.10670713667097464,0.10822490036244181,2.9019921236901607,3.3764220879573665,0.61145,True,True,True,1.10763058156113,1.2887107205944146,0.05976554452597349,0.22949023063134003,0.07804273496367622,0.09474320802151961
2024-07-08,3243,60,62,2024-10-08,2.99,2.91,1.1026272056736228,0.0,0.06024586736063519,0.3084530464486669,0.23763332681516713,0.3135930397249963,0.13235480682930523,0.13709990742233868,3.217453774361653,4.304923971703184,0.374,True,True,True,1.0760714964420244,1.4397739035796602,0.061775790521274354,-0.2832397818264657,0.07947602903517295,0.1048806152926409
