origin,origin_idx,h,h_grade,grade_date,spot,realized,z,alpha,drift,sigma_h,crps,crps_b,pin50,pin50_b,wink,wink_b,pit,in50,in80,in90,w90,w90_b,med_disp,u,crps_n,crps_b_n
2022-02-18,459,27,57,2022-05-18,4.33,4.15,-0.47952797451183987,0.0,0.0003247889329050125,0.2814649764284178,0.2813337651987977,0.3220641639485594,0.08808186777466886,0.08968223560970356,4.093464168461644,4.523965316130684,0.43835,True,True,True,0.9453727871735897,1.0447956850186337,-0.0008859733142406734,-0.1520046907703892,0.0649731559350572,0.07437971453777353
2022-05-18,516,36,64,2022-08-18,4.15,3.62,-0.2874874137215017,0.0,0.0021903764171431876,0.30287608112194714,0.3767108886184184,0.40499043943622937,0.26268990461599984,0.26619486347367305,4.283913083527964,4.55890329857285,0.31135,True,True,True,1.0322682128983045,1.098530915318759,-0.0011132989802411508,-0.45835473143940814,0.0907737081008237,0.09758805769547695
2022-08-18,580,63,66,2022-11-18,3.62,4.26,-0.1561083151114615,0.0,0.005880298760336456,0.27357993209192005,0.37775944485450563,0.41062228180857985,0.3151111065755705,0.31018696358834497,3.338794884702596,4.237322399535328,0.73335,True,True,True,0.922319028923369,1.1705310495953944,0.002701046090844983,0.5735612056170155,0.10435343780511205,0.11343156956038117
2022-11-18,646,63,64,2023-02-20,4.26,3.06,0.8785654647020344,0.0,0.009516550201614082,0.28189955399308414,0.8011281870959305,0.8304340514988896,0.6157710553159907,0.6247073330580275,4.066983340782384,3.357794731301086,0.10345,False,True,True,0.9546909250662874,0.788214725657532,0.00740425132206135,-1.2074187053412435,0.18805825988167382,0.19493757077438725
2023-02-20,710,61,63,2023-05-22,3.06,2.25,-1.8968147424198125,0.0,0.011315032851216142,0.2799717461484686,0.5333703175657803,0.5815617174124827,0.4129640765146352,0.4260845300108089,2.909169864341826,2.041706926013645,0.116,False,True,True,0.9507091059940608,0.6606196552193363,0.005205278767735466,-1.1386853744524559,0.17430402534829423,0.19005284882760873
2023-05-22,773,64,61,2023-08-22,2.25,3.66,-1.1759918442450996,0.0,0.012506873399912041,0.2546380558201349,1.010044626770234,1.060923563413474,0.6934809707308014,0.6929433473226991,5.815432254579139,10.248038825642364,0.9664,False,False,False,0.8700412008111801,0.7249915754047963,0.0102391371281767,1.861568005890939,0.4489087230089929,0.47152158373932174
2023-08-22,834,64,65,2023-11-22,3.66,3.26,2.7170856684677682,0.0,0.013100669698262088,0.3120316208251012,0.33195066693133224,0.3014057401703354,0.22358391553619095,0.22368437165809363,3.8815587080742024,3.0434336930740997,0.327,True,True,True,1.0605351661404925,0.8315392604027595,0.012887385538902008,-0.4128960436517292,0.09069690353315088,0.08235129512850693
2023-11-22,899,63,64,2024-02-22,3.26,2.99,0.4027602057444999,0.0,0.013100669698262088,0.20477518101439637,0.21146728445834279,0.23239156306562103,0.15679862794350852,0.15992430779908307,2.240508328570766,2.5754865637164803,0.29895,True,True,True,0.6872724934266153,0.790026553287264,0.013373391376385824,-0.4861647646024258,0.0648672651712708,0.07128575554160155
2024-02-22,963,62,59,2024-05-22,2.99,2.9,-0.41099510986062904,0.0,0.013100669698262088,0.19085135163206593,0.14177676842244646,0.16481648172421282,0.06728953419147277,0.06218194941452082,1.9037058121769577,2.215565088980459,0.39645,True,True,True,0.6366909070825945,0.7409916685553374,0.014909387419045128,-0.22878182279057432,0.047416979405500485,0.05512256913853271
2024-05-22,1022,62,64,2024-08-22,2.9,3.1,-0.3120608114645714,0.0,0.013100669698262088,0.15221679483744502,0.12369805334860637,0.14697703191663103,0.08302247364761262,0.0789146984256528,1.4461906334786176,1.8298330316468605,0.64515,True,True,True,0.4986864253374544,0.6309769074644347,0.011708638863715537,0.3520682777326951,0.042654501154691854,0.050681735143665876
2024-08-22,1086,63,66,2024-11-22,3.1,3.45,0.6203171885129699,0.0,0.013100669698262088,0.2037085924501681,0.2044842443378555,0.19034958337552843,0.1579708459410012,0.15839658384292798,2.086376307825601,1.641746563628249,0.698,True,True,True,0.6730246154276132,0.5295956656865319,0.010986551005805811,0.4608124219250546,0.06596265946382436,0.06140309141146078
2024-11-22,1152,64,63,2025-02-24,3.45,3.15,-0.0634056349514607,0.0,0.011315032851216142,0.13004865054028794,0.20729878054543077,0.21277337339611258,0.1694421626233329,0.16933800164761093,1.4809684670214427,1.8421314887058307,0.1977,False,True,True,0.42926622232505585,0.5339511561466176,0.01127081891207693,-0.7865272775379959,0.0600866030566466,0.061673441564090596
2025-02-24,1215,61,63,2025-05-26,3.15,3.2,-1.3442343896675577,0.0,0.010716975056793952,0.14257524539664806,0.0999767704779192,0.10601619560641917,0.008163389070282134,0.008845243140961578,1.4872855558494704,1.4997956533064167,0.5141,True,True,True,0.4721541447141176,0.4761256042242593,0.010689911701408317,0.035289309145833433,0.031738657294577526,0.033655935113148946
2025-05-26,1278,64,63,2025-08-26,3.2,3.74,0.5753637740268231,0.0,0.010716975056793952,0.14874259386567917,0.30552161031987035,0.2996997707892841,0.25443593157798206,0.2561690318628722,1.5730877195271047,1.6702253485504444,0.849,False,True,True,0.4915899123522202,0.5219454214220138,0.00972754276376131,0.9763029055087176,0.09547550322495948,0.09365617837165129
2025-08-26,1341,64,65,2025-11-26,3.74,3.3,-0.5669027598453212,0.0,0.010716975056793952,0.14389717539162353,0.2912620837263854,0.29284267109332973,0.23528970122728277,0.24142098345728202,1.769208177256529,1.9049199292917303,0.15835,False,True,True,0.47305031477447296,0.5093368794897675,0.008176310816728538,-0.9442862074324628,0.07787756249368594,0.07830017943671917
2025-11-26,1406,64,63,2026-02-26,3.3,3.41,-0.9067658927014778,0.0,0.009516550201614082,0.17237979158000902,0.13074158848990552,0.11785902281208277,0.03891383429253459,0.03771908317662942,1.8969659442009479,1.6116108798283277,0.55845,True,True,True,0.5748381649093782,0.4883669332813115,0.00974919133785801,0.13501160668577988,0.03961866317875925,0.03571485539760084
2026-02-26,1469,61,59,2026-06-01,3.41,3.01,0.2381885903657476,0.0,0.008914169302008671,0.1382375644705697,0.264056245535209,0.2646244607285251,0.21437675948732915,0.21525019832861636,1.5605678407925145,1.707043343774591,0.1541,False,True,True,0.45764452809164646,0.5005992210482672,0.008432117001365924,-0.9670770918791125,0.07743584913055983,0.07760248115206014
