origin,spot,realized,z,alpha,drift,sigma_h,crps,crps_b,pin50,pin50_b,wink,wink_b,pit,in50,in80,in90,w90,w90_b,med_disp,u,origin_idx
2012-03-22,2.7,2.75,-0.5659308570929784,0.0,0.01887456687964473,0.23196096299682817,0.13908880314263933,0.11664983483602798,0.004067776552142188,0.0009081322571091732,2.126203842368076,1.6558577240832295,0.4947,True,True,True,0.7874829045807689,0.6132806385493442,0.021531686334919975,-0.0022651579156252994,260
2012-06-26,2.75,3.35,0.7903919283955482,0.0,0.01887456687964473,0.25626227006113933,0.320232414516715,0.33117333309270375,0.2725300271723834,0.27429378379256764,2.388116932276062,1.5220376757746301,0.77505,False,True,True,0.8684061571912952,0.5534682457362291,0.019978162056448534,0.6964929610444306,320
2012-09-25,3.35,4.36,1.991009186583761,0.0,0.01887456687964473,0.2500334292951396,0.5702728791841873,0.6239817959512397,0.4743247733716749,0.4720472177691475,2.8465161987835383,1.8868790235953576,0.8548,False,True,True,0.849706327995086,0.5632474697299575,0.018313568136313574,0.9784177473147136,380
2012-12-24,4.36,4.74,1.626731477889494,0.0,0.01887456687964473,0.24967979879345767,0.2759209719799842,0.2288412084005138,0.15565279202219617,0.14356218017537437,3.6473527999360233,2.6944201375239603,0.62035,True,True,True,0.836548807324776,0.6179862700743027,0.015755599989818236,0.25909389457619414,440
2013-03-21,4.74,5.48,-0.7707801011562071,0.0,0.01887456687964473,0.23779265141195965,0.39939292316641795,0.3831042332516987,0.32486753273900515,0.3264068149331063,3.8022838813921704,2.7847162612439735,0.7218,True,True,True,0.8021695952304156,0.5874928821189818,0.019043235131221525,0.5306867038320409,500
2013-06-19,5.48,5.98,-0.47766879848827726,0.0,0.01887456687964473,0.23805114485632023,0.3389375956768439,0.2865541901692449,0.20071204354329408,0.19651848346399792,4.3905422453743075,3.1819302113390107,0.6296,True,True,True,0.8011938403967713,0.5806441991494544,0.017988305276170014,0.2875050240328824,560
2013-09-18,5.98,8.75,-0.12480184680709448,0.0,0.01887456687964473,0.2423519773849656,1.8155426181385765,1.9623574028954254,1.3346035938236058,1.3253857267318674,4.871479212056195,14.596476932315259,0.9393,False,False,True,0.8146286307786278,0.6161269612006969,0.016854985343275564,1.4926990463655265,620
2013-12-19,8.75,7.8,1.7540194956229709,0.0,0.01887456687964473,0.24204095730086225,0.7232062688381335,0.6648830514213001,0.5585104697380321,0.5470687359674966,7.2042069068360135,4.4338460836011055,0.26985,True,True,True,0.8233379322098301,0.5067252666972692,0.01908810736869304,-0.5528177340139162,680
2014-03-18,7.8,7.63,-1.7752712292458097,0.0,0.01887456687964473,0.2279519301815719,0.41071177674635906,0.2985204490901604,0.15382389793749995,0.1525100170489142,5.95212499559301,3.75304819254662,0.42,True,True,True,0.76309294815295,0.48116002468546415,0.017647153317307707,-0.17946965944196452,740
2014-06-18,7.63,8.17,0.6670290639474892,0.0,0.01887456687964473,0.23215420344082746,0.427354286051969,0.3228783901786745,0.19159126977140462,0.19869300823917557,5.989194724272943,3.8168177863160544,0.5917,True,True,True,0.7849534369951433,0.5002382419811343,0.020552747111034275,0.21324833219537012,800
