origin,spot,realized,z,alpha,drift,sigma_h,crps,crps_b,pin50,pin50_b,wink,wink_b,pit,in50,in80,in90,w90,w90_b,med_disp,u
2022-01-16,110.16,108.13,1.7329110670492796,0.0,-0.013517452664223833,0.19075003389824868,4.194088539514787,2.8211246170308923,0.36622171384631486,0.2799461570810564,65.80930205860845,39.63977310594011,0.4817,True,True,True,0.5973974406191762,0.3598381727118746,-0.011778835986813507,-0.026643218325407017
2022-04-11,108.13,82.97,0.550281322781093,0.0,-0.012928836201035958,0.18912833449883412,16.018271307616324,17.708009304453277,11.915713546401903,11.872572290118399,64.02122287756443,153.0243375725885,0.0732,False,False,True,0.592076416143202,0.3671156536136285,-0.012286811312274049,-1.3320387701175929
2022-07-17,82.97,84.8,-0.4569050119831852,0.0,-0.01058881502573534,0.18202136376950992,3.2797857622957203,2.4927366055557982,1.3710513688385433,1.3347757782676979,47.49645268213975,31.034492337072336,0.58535,True,True,True,0.5724533286988037,0.37404474312489255,-0.010993163042992471,0.17802998766910147
2022-10-10,84.8,67.32,-0.7008238251274247,0.0,-0.007121347361950446,0.18800638227142039,10.922232180639151,12.050039776239288,8.354831582524213,8.499371056058266,49.851801551168606,73.26424316844641,0.0926,False,False,True,0.5878750182920827,0.3874636530138251,-0.009084160789523343,-1.1899427211483016
2023-01-03,67.32,73.58,-1.5449465884739013,0.0,-0.004269873303208613,0.1840951008142939,4.043531987083624,3.8667646489013716,3.273789611591326,3.2885896935992562,39.0587058651591,26.809371778053944,0.73,True,True,True,0.5801946801122861,0.39823784578214416,-0.004271824467953711,0.5061826916906009
2023-03-29,73.58,72.63,-1.0959974346014403,0.0,-0.0031387774083043727,0.17525403153240135,2.57182205881148,2.2292335732970363,0.3340276539561984,0.3722707726220804,40.97344940184382,31.219613629063033,0.47415,True,True,True,0.5568557950780623,0.4242948305118651,-0.0038318115260614904,-0.05624071848198783
2023-07-05,72.63,71.68,-1.0043135663917229,0.0,-0.002575238120145762,0.15369257189642235,2.2207647168920976,2.0853570235424286,0.33689743005452044,0.40274325861118854,35.3430046507429,29.243828500342097,0.469,True,True,True,0.4866171644051067,0.40264117445053144,-0.003802907061695504,-0.06891063569678221
2023-09-28,71.68,80.8,-0.8112663399062395,0.0,-0.002013029504507716,0.16667778629557686,5.532818350902799,5.6218196689224404,4.631414220068237,4.706584524071012,38.09950056218394,29.158452383342258,0.80765,False,True,True,0.5315220502536822,0.4067864450801096,-0.001992584265296915,0.7306206128087624
2023-12-21,80.8,90.96,0.8195065149913138,0.0,-0.002013029504507716,0.16574372001602855,6.15968502038372,6.264724296204422,5.200391737520981,5.2163598362544334,41.439422673791825,30.328772725468298,0.8094,False,True,True,0.5128641420023741,0.37535609808747894,-0.0029799935029946045,0.7267600450146142
2024-03-17,90.96,87.25,0.6945589693830653,0.0,-0.002013029504507716,0.170916072285785,3.5248659687323958,2.8995449385464784,1.805384921152438,1.7510834084984523,49.20072776339903,34.23239457064713,0.3876,True,True,True,0.5409050985422057,0.3763455867485393,-0.0010909208189876507,-0.23186385180308308
2024-06-23,87.25,89.15,1.1387708451784357,0.0,-0.002013029504507716,0.17488497181771676,3.180545986262077,2.640309362743814,1.0391567402477833,1.0950114845336003,48.124447039357364,34.902278578935665,0.5679,True,True,True,0.5515695935742965,0.40002611551788725,-0.002043707512843107,0.13469317852921575
2024-09-15,89.15,90.77,0.8080339127974754,0.0,-0.002013029504507716,0.16806075750861205,3.0966168668706633,2.513303528322644,0.9358501439525924,0.9280746540599623,47.0051832338233,33.81358602226011,0.56065,True,True,True,0.5272594866385115,0.3792886822463276,-0.002823334693271895,0.11913262816793017
2024-12-09,90.77,96.0,1.077957215407733,0.0,-0.003703653682978274,0.17364613560481412,4.0419899963642365,3.5847625177149354,2.7280892805668913,2.7301368393491003,49.93796652973285,34.7368580508917,0.66035,True,True,True,0.5501593756718393,0.38269095572206346,-0.002491776590655248,0.3439351552757669
2025-03-04,96.0,86.3,0.5189473137735864,0.0,-0.004269873303208613,0.16593190101942884,5.812204247995249,5.598272501303657,4.66543947492206,4.5779345297410075,50.05998844649692,33.76005230881945,0.22565,False,True,True,0.5214582129843429,0.35166721155020264,-0.0038450109391238163,-0.6162089353949677
2025-06-02,86.3,90.2,0.37948983145703996,0.0,-0.004269873303208613,0.16505737398472808,3.448365080748638,2.9385079655515707,2.1205638541664342,2.154872618948623,44.54779719063147,30.696330772722476,0.63515,True,True,True,0.5161969547002488,0.35569328821231144,-0.00395281237929157,0.2936536618284558
2025-08-31,90.2,91.5,0.21927505231089406,0.0,-0.004269873303208613,0.15924114012934965,2.9186320124855687,2.2238603238992383,0.7541872295490748,0.90924330831389,44.954927736058465,29.26742591775087,0.55285,True,True,True,0.4983916600449941,0.32447257115023137,-0.0023101381274739374,0.11667473933566681
2025-11-24,91.5,86.65,-0.1260750941843255,0.0,-0.005406368244317585,0.14871322759774103,3.3735385972461067,2.8194939737893696,2.1723288930691282,2.1000764607503157,42.142303993613226,28.282662694027962,0.3427,True,True,True,0.46057162834549975,0.30910013873254605,-0.005522865725264947,-0.3298670109442779
2026-02-16,86.65,80.3,-0.7171504917640398,0.0,-0.005976656512402077,0.14014631734751007,3.6755314645994606,3.503849883981851,2.816216891541906,2.8842276648182903,37.35212596875749,25.579530500098116,0.27455,True,True,True,0.4310689667484996,0.29520519907787784,-0.008281202734174209,-0.5004108564807973
