origin,spot,realized,z,alpha,drift,sigma_h,crps,crps_b,pin50,pin50_b,wink,wink_b,pit,in50,in80,in90,w90,w90_b,med_disp,u
2022-01-17,16.65,19.43,1.4970113357834478,0.0,0.0023691263936114486,0.10115161369634554,1.7970982415900414,1.7839224824693556,1.360700862254582,1.3695755587980756,5.569810315839296,6.0017881857425746,0.93145,False,False,True,0.33452314209245027,0.36046775890345795,0.003519415945395732,1.5030795358905629
2022-04-13,19.43,15.13,0.8216559850911622,0.0,0.002957742856799322,0.11701259034837799,3.219000380216598,3.287621622643357,2.182605128944963,2.1765116058218643,26.909946032539423,30.42960871202892,0.01615,False,False,False,0.3907768843908768,0.3578169244760478,0.0033561635558376768,-2.1629850060779536
2022-07-18,15.13,17.57,-1.883381371230225,0.0,0.005297764032099942,0.12446479895844509,1.4447717477178388,1.4615199200473772,1.1826995473960729,1.1764426978941902,6.268699321888677,6.09711442138509,0.87525,False,True,True,0.4143224931849753,0.4029817859474613,0.004930661282739779,1.1586859222324408
2022-10-10,17.57,13.31,-0.3269308332950062,0.0,0.008765231695884836,0.1251372250839009,3.2896410390269413,3.2940883503521627,2.1920803823173634,2.221137246889124,30.037619404408503,28.33715570677866,0.01135,False,False,False,0.4205666705311202,0.4287132050907756,0.007066634299073726,-2.2890271163981692
2023-01-04,13.31,12.92,-1.921736658746773,0.0,0.011616705754626668,0.12619925358759473,0.4638682972035463,0.4804500335151429,0.27271359643217874,0.26944791333820906,5.629277522688433,5.85998014740853,0.36545,True,True,True,0.4229359521178387,0.4402689817737438,0.01167747504615746,-0.32770272906952025
2023-04-02,12.92,11.56,-0.9237666919069266,0.0,0.01274780164953091,0.137067671447248,0.917817899756912,0.9198746476750979,0.7589644083553511,0.7653411493412952,5.94682408312614,6.128464675031401,0.18485,False,True,True,0.46028050178994895,0.47433937113246133,0.012223592624667434,-0.904468832444329
2023-07-03,11.56,14.09,-1.0465661468866667,0.0,0.01331134093768952,0.13147294889077304,1.5445122001113576,1.5495968710689536,1.1954569416728766,1.1838657116464892,5.158581276889304,5.095662155545744,0.91925,False,False,True,0.44624405509423043,0.44080122452817855,0.012031670990851673,1.404114863826741
2023-09-25,14.09,12.66,1.52824383338351,0.0,0.013873549553327565,0.13320752930961455,0.9852983400104531,0.9671972405601887,0.8135610474804817,0.7973437862805817,6.3192636272520435,6.298784562968411,0.18065,False,True,True,0.44849280534081215,0.44703935862089506,0.013990212559330306,-0.9075422340947255
2023-12-20,12.66,12.1,-0.6088433452626837,0.0,0.013873549553327565,0.1326399434640585,0.5222937784152403,0.519553045172938,0.36289980345472106,0.3582645363921353,5.5762444424300615,5.604812901717612,0.32655,True,True,True,0.4404616463214898,0.4427182386822758,0.013096335458881558,-0.4456840987924644
2024-03-18,12.1,12.18,0.0918635851704984,0.0,0.013873549553327565,0.1332931312542192,0.3879867168485751,0.3810936578373959,0.04968840823013121,0.04256697497120854,5.466337821242448,5.377974528490364,0.47545,True,True,True,0.45176345630102877,0.4444607048339144,0.014824530285972193,-0.0546445252334893
2024-06-13,12.18,12.93,0.21900952301674742,0.0,0.013873549553327565,0.12759157767713514,0.4544347202174527,0.4274413520102376,0.29012947456758553,0.2976448766686204,5.241614721289695,4.702985109955801,0.6461,True,True,True,0.430346036230681,0.38612357224596067,0.013936046869033492,0.35959568636096323
2024-09-10,12.93,12.8,-0.23671732118559605,0.0,0.013873549553327565,0.12109176431316737,0.39435118095305977,0.31531585656143346,0.1507015978216213,0.1518989047011523,5.239017449402535,4.057153848208911,0.422,True,True,True,0.4051830974015882,0.31377833319481135,0.013256240962354449,-0.19801983683637422
2024-12-05,12.8,13.22,-1.075182796165758,0.0,0.012182925374857007,0.11036002772194302,0.351898812875602,0.2732267578881119,0.12576034887633458,0.12631320341980867,4.745809453427775,3.4479681920961056,0.56795,True,True,True,0.3707663635490449,0.26937251500750825,0.013162445488072771,0.18215597203148037
2025-03-09,13.22,12.15,-0.38798279726448864,0.0,0.011616705754626668,0.10116751576831276,0.7495476894255598,0.7761399637968327,0.6145536791628246,0.6055985694080581,4.487227668241323,3.3074433451628007,0.1673,False,True,True,0.3394272063722634,0.2501848218731317,0.012035352369564878,-0.9491027793101537
2025-06-11,12.15,12.6,0.25358190017956506,0.0,0.011616705754626668,0.10439399961069887,0.3315357804389025,0.2760660505256366,0.1525522172682896,0.1563229838156781,4.199375290145349,3.3607919660727905,0.59175,True,True,True,0.3456275958967366,0.27660839226936546,0.011925560943491398,0.2370915810156536
2025-09-03,12.6,12.2,-0.9213519782294002,0.0,0.011616705754626668,0.09933754857997042,0.39488984510475067,0.36080430425188714,0.28348797651966073,0.26536747784739134,4.191061332750515,3.592820774432928,0.32535,True,True,True,0.3326239152976599,0.2851445059073753,0.013252059765025415,-0.44170173917192074
2025-11-26,12.2,12.15,-0.8521796427101973,0.0,0.010480210813517696,0.10661726375156852,0.315951350929211,0.2619746122195117,0.08853196627898985,0.07941042296140655,4.307999078373468,3.560243307777082,0.4454,True,True,True,0.35311467855520234,0.29182322194894117,0.010415076439178828,-0.13681642402829397
2026-02-23,12.15,12.64,-0.7153757632382257,0.0,0.009909922545433205,0.09164572639366939,0.31413558379086115,0.29831667200053624,0.19566115526904504,0.18894827919371693,3.684808590052521,3.4901170107797146,0.63405,True,True,True,0.3032764271648165,0.2872524288707584,0.008121620531844398,0.32328071970813943
