origin,spot,realized,z,alpha,drift,sigma_h,crps,crps_b,pin50,pin50_b,wink,wink_b,pit,in50,in80,in90,w90,w90_b,med_disp,u,origin_idx
2012-09-06,24389.01960784314,29160.784313725493,0.0,0.0,0.007037810057510572,0.14246351259300455,2888.511281247883,2757.014529898013,2281.42595287099,2298.2178855892907,11485.26103050058,13714.909297085043,0.8994,False,True,True,0.47091934055467705,0.5623395084185564,0.00856585477807359,1.204897840587809,260
2012-12-03,29160.784313725493,31607.843137254902,0.0,0.0,0.007037810057510572,0.1407021309771967,1401.3698349916904,1496.8341706960132,1113.2422276027119,1125.5110401336296,13466.736928550745,15298.585837596642,0.71595,True,True,True,0.46180983281071,0.5246287504824023,0.007564075298899464,0.5226834596680523,320
2013-03-05,31607.843137254902,31485.490196078434,0.0,0.0,0.007037810057510572,0.13377807814936124,943.133784576095,1104.7523785327016,166.60702907148698,181.3470456251507,13899.824290787885,15509.715746282931,0.46555,True,True,True,0.43975870895172586,0.49069199941713987,0.006671164370528393,-0.08159998661285478,380
2013-05-30,31485.490196078434,26509.80392156863,0.0,0.0,0.007037810057510572,0.11639765253546026,3526.022608647717,3364.2855760926823,2575.0866466074076,2625.0804799950347,11896.76708633971,14235.198000846678,0.0572,False,False,True,0.3778491937794721,0.4521193067726064,0.005541823157853898,-1.5382612388858687,440
2013-08-26,26509.80392156863,29874.50980392157,0.0,0.0,0.007037810057510572,0.125117134024122,1897.2352449897328,1872.620130977101,1588.811360107824,1595.2900691234045,10850.379237239285,11591.33747578513,0.836,False,True,True,0.4092968499254464,0.4372471976812438,0.007057131116125603,0.8987831188840095,500
2013-11-25,29874.50980392157,27121.568627450983,0.0,0.0,0.007037810057510572,0.1202078230950875,1798.3140759525993,1781.9539532261078,1474.0225030064776,1486.9336116840295,11711.22766198442,12334.287478118713,0.17325,False,True,True,0.39201405274429335,0.4128699536519128,0.0065307792771467366,-0.8627900216680422,560
2014-02-21,27121.568627450983,29385.09803921569,0.0,0.0,0.007037810057510572,0.12487488140381242,1264.4169850943372,1249.9499536460003,1051.1810549451857,1028.2767218911304,11049.842601885815,10664.24026829383,0.7452,True,True,True,0.40741900860047464,0.3932014558147667,0.005942403409189723,0.5855506239862567,620
2014-05-21,29385.09803921569,25490.196078431374,0.0,0.0,0.007037810057510572,0.11762573292000623,2667.556747523924,2576.0381864381934,2051.4610247999135,2022.1095167938856,11355.045006587425,11382.832321934562,0.08825,False,False,True,0.3864218860673401,0.3873675121567972,0.007079101405001342,-1.2686983711478668,680
2014-08-18,25490.196078431374,24572.549019607846,0.0,0.0,0.007037810057510572,0.1220192581634742,835.8435336696682,806.9453063551921,539.3507377266869,532.4477038015248,10105.921419096045,9012.987508912425,0.34255,True,True,True,0.3964630710568448,0.353586433041949,0.0063182886524015824,-0.3581548936361574,740
2014-11-17,24572.549019607846,27407.058823529413,0.0,0.0,0.007037810057510572,0.12681440192901536,1572.2115569729642,1565.1443716673466,1320.5432405238716,1333.9393159822102,10244.140269595064,9505.120598911559,0.8099,False,True,True,0.41689367519098963,0.3868186646540771,0.00787152048082107,0.8053727616678572,800
