origin,origin_idx,h,h_grade,grade_date,spot,realized,z,alpha,drift,sigma_h,crps,crps_b,pin50,pin50_b,wink,wink_b,pit,in50,in80,in90,w90,w90_b,med_disp,u
2012-01-15,260,62,63,2012-04-15,1.733,1.784,-0.12062104199974341,0.0,0.002487582713292021,0.09317583001751355,0.04033222570210654,0.044674147894090924,0.022494007968488883,0.02327870808092347,0.5285822875750754,0.5581368257129149,0.61635,True,True,True,0.30500997551937414,0.32206395020941425,0.003469119482413241,0.28458496914996473
2012-04-15,323,62,64,2012-07-15,1.784,1.568,0.11074866207163499,0.0,0.002487582713292021,0.07947198912634586,0.15503714051191808,0.15635429589345798,0.11049437596450806,0.11066863967154705,0.6087716261138616,0.9051423161444734,0.04425,False,False,False,0.2551367603481199,0.23053780908979543,0.002796385610435159,-1.6552334525534738
2012-07-15,387,63,63,2012-10-15,1.568,1.576,0.18450745164484159,0.0,0.002487582713292021,0.09210896785423374,0.03146481751818608,0.024691879699587943,0.0024562662403897484,0.0023000578984833098,0.47201980586146397,0.34583006647980685,0.51515,True,True,True,0.30103303945246424,0.2205548893366115,0.0019690481627681056,0.028243577740401652
2012-10-15,450,63,61,2013-01-15,1.576,1.57,-0.4660500106948315,0.0,0.002487582713292021,0.0813455472623996,0.027690081633549746,0.02129028466862206,0.005328639288326831,0.005434770743920514,0.414256231950588,0.2923129154159094,0.46165,True,True,True,0.2628529390549416,0.18547773820806435,0.0029551260004148094,-0.07747141670132514
2013-01-15,511,61,61,2013-04-15,1.57,1.551,1.116286556997736,0.0,0.002487582713292021,0.07983785915089645,0.028775338216288138,0.022451777843208683,0.011341864121602874,0.012198389146315547,0.40745288231726495,0.278826013655493,0.4181,True,True,True,0.25952412886449994,0.17759618704171526,0.0023463237217871136,-0.1836637158743554
2013-04-15,572,62,64,2013-07-15,1.551,1.823,-2.704177180762137,0.0,0.002487582713292021,0.08843584982447635,0.19222597787396695,0.20714794852241547,0.1335994077087791,0.13410341252936586,1.0278129237785925,2.161811850693036,0.96445,False,False,False,0.2862907350903274,0.21627891915595196,0.003095541316854744,1.7989992644905783
2013-07-15,636,63,61,2013-10-20,1.823,1.909,-0.35498146399730796,0.0,0.002487582713292021,0.09356871415828763,0.05244381232505807,0.05002478416297752,0.03996050869109702,0.040629184155459463,0.552205499107487,0.42849365081313096,0.6922,True,True,True,0.30291031218183595,0.2350486290801596,0.003334603739882702,0.4660581982565393
2013-10-20,697,61,62,2014-01-20,1.909,2.109,-0.1449069289330699,0.0,0.002487582713292021,0.10137178790567615,0.11783949569291549,0.11606404650707276,0.09735687614233424,0.09840466820116944,0.6281956203119281,0.6607761427150245,0.849,False,True,True,0.3290705187595223,0.3461373193897457,0.002769118761305034,0.9583216005830683
2014-01-20,759,60,61,2014-04-20,2.109,2.2,-0.2666544641073845,0.0,0.002487582713292021,0.10191354487861275,0.06112577926334298,0.06687291967121856,0.04263705822974373,0.045779647677585356,0.7116590824289815,0.7396489493701819,0.6648,True,True,True,0.3374391097339884,0.35071073938842195,0.0027149756000535152,0.39009413519756486
2014-04-20,820,61,65,2014-07-20,2.2,2.365,1.5941545950406628,0.0,0.002487582713292021,0.11688294856833442,0.09639754306495774,0.09793659763270615,0.07970935891533104,0.08002618235670922,0.8290984431059645,0.8308407539217451,0.7465,True,True,True,0.37686292868452925,0.3776548881462477,0.002536946440608201,0.5974616462170003
