origin,spot,realized,z,alpha,drift,sigma_h,crps,crps_b,pin50,pin50_b,wink,wink_b,pit,in50,in80,in90,w90,w90_b,med_disp,u,origin_idx
2012-03-22,0.45,0.38,0.51732599044836,0.0,0.01887456687964473,0.34055005572580443,0.05309624529216664,0.04804067604365284,0.040106090066086564,0.03932546190731717,0.5346014916365098,0.34494755118718823,0.26575,True,True,True,1.1880033147477995,0.7665501137493071,0.022693733627051405,-0.5519038795134079,260
2012-06-21,0.38,0.63,-0.8302881005236155,0.0,0.01887456687964473,0.28907267682218707,0.17177644761967875,0.1897172469616552,0.12118165158584188,0.1214656804302755,0.6125540246084367,2.014085639109674,0.9552,False,False,False,0.9872325722271462,0.7030159061911728,0.020096570600832253,1.6835696999646308,320
2012-09-19,0.63,0.6,2.859621070806014,0.0,0.01887456687964473,0.34477768108018053,0.0524280037441211,0.03750268653166569,0.020680460750516716,0.021253135391109568,0.7575125071326885,0.4606145427337811,0.4183,True,True,True,1.2024008049725214,0.7311341948155256,0.018033208731799144,-0.19625612318374192,380
2012-12-18,0.6,0.54,-0.7204416205373696,0.0,0.01887456687964473,0.3003594551444504,0.05170399351712142,0.04755303654130508,0.03452623104638214,0.03654563463051752,0.6107440088115683,0.45938856625802305,0.32605,True,True,True,1.0179066813526139,0.7656476104300385,0.015087436821273892,-0.4136213473876596,440
2013-03-17,0.54,0.51,-0.9810968296295348,0.0,0.01887456687964473,0.29554475974756667,0.039431969640779274,0.032639730682217094,0.02014097956127947,0.01992880053499091,0.5458745705330047,0.38655768000682156,0.3825,True,True,True,1.010878834320379,0.715847555568188,0.019040665041775817,-0.25726384316384204,500
2013-06-13,0.51,0.63,-1.5193174311480087,0.0,0.01887456687964473,0.321696530137316,0.06599679328610646,0.06524758795608238,0.05550838541918862,0.055002323209528525,0.5639258481929625,0.34860380391484386,0.7486,True,True,True,1.105736957241103,0.6835368704212624,0.01761417482671135,0.5981865166696752,560
2013-09-12,0.63,0.7,-0.4054827186433658,0.0,0.01887456687964473,0.2568138153494559,0.04434016840649575,0.03933447771801318,0.029731963675265927,0.02869808254784456,0.545485170924505,0.41905505643237473,0.6499,True,True,True,0.8658494776579444,0.6651667562418646,0.01672392484042562,0.3367651723116875,620
2013-12-15,0.7,0.69,0.14761235653135005,0.0,0.01887456687964473,0.25507569604041963,0.04001228824938782,0.028950103757922438,0.011681483911103352,0.010677310850244925,0.6093039926732746,0.3901673347713369,0.44135,True,True,True,0.8704342752475352,0.5573819068161956,0.019089954031723755,-0.13040562016725207,680
2014-03-12,0.69,1.14,-0.4834181497130272,0.0,0.01887456687964473,0.23560557195815043,0.33179950316176454,0.3704396142984679,0.21892801472651202,0.2190507575623173,2.7441633358629387,5.251367324252506,0.97715,False,False,False,0.7900277846148439,0.4997188718389311,0.017599957314457848,2.0509590367558164,740
2014-06-12,1.14,1.61,2.1587611423279376,0.0,0.01887456687964473,0.30388774448451905,0.2742333811860229,0.31521467243768814,0.22302068135065423,0.22439811605933146,1.1908410199213857,1.4254834487527805,0.87275,False,True,True,1.0445973858959525,0.6298482777567481,0.02101634850762424,1.07385492055257,800
2014-09-11,1.61,1.66,0.11886356375408393,0.0,0.01887456687964473,0.29978011286371764,0.10709675329073265,0.06923836911892114,0.009718685437217323,0.011249813619049864,1.6571869839882658,0.975356974901533,0.5174,True,True,True,1.0293086857069973,0.605811785653126,0.018982999456872873,0.039058149590324526,860
2014-12-09,1.66,1.9,0.7050294222907639,0.0,0.01887456687964473,0.3016577351744988,0.14696120824408565,0.12738658675501427,0.10559317085738895,0.10509596456705406,1.6962683391417936,1.094988518208773,0.66555,True,True,True,1.0218483970733696,0.6596316374751645,0.01735762547302544,0.3850778660030135,920
2015-03-08,1.9,1.71,-0.2944908000630621,0.0,0.01887456687964473,0.248607016719794,0.15366355214681943,0.14663056621122708,0.11484346221389097,0.11509894879955174,1.5870043084800793,1.3338338728684993,0.28965,True,True,True,0.8352654255158313,0.702017827825526,0.020887854961990415,-0.4997247631087456,980
2015-06-02,1.71,1.14,0.0,0.0,0.01887456687964473,0.2384938953680688,0.4299005566069246,0.44366257722481645,0.3019106604481253,0.29907053959000474,2.2398654317349,3.686680417239695,0.0384,False,False,False,0.802434023915906,0.6567068277090812,0.019778550231725367,-1.7792475330780424,1040
2015-09-02,1.14,1.11,-1.436916053137568,0.0,0.01887456687964473,0.28487819778374346,0.07609243457122417,0.05675821697872935,0.02626887837576486,0.025361733163818623,1.1010250548507088,0.7361644880305344,0.42935,True,True,True,0.9658114516234289,0.6457583228338021,0.019769962062745616,-0.15986767087166967,1100
2015-12-02,1.11,1.12,-0.5578199570929165,0.0,0.01887456687964473,0.2689270274897603,0.0659025131170031,0.04957692459984227,0.007704694084723518,0.003983740788276791,1.018611676782447,0.7022725975032157,0.47695,True,True,True,0.9176681772814836,0.6326780157686628,0.022891340693195428,-0.03683488784801146,1160
