origin,spot,realized,z,alpha,drift,sigma_h,crps,crps_b,pin50,pin50_b,wink,wink_b,pit,in50,in80,in90,w90,w90_b,med_disp,u
2022-11-13,8.633970662620131,9.269600404653515,1.5724651548926185,0.0,0.029625613898821915,0.23069370403780926,0.4729281855173215,0.4354409894810297,0.1772548194330179,0.18736733211396217,6.833284316818381,5.732763115252148,0.57285,True,True,True,0.7914416881681527,0.6639775995616413,0.03255977048710945,0.17950277139398205
2023-02-08,9.269600404653515,9.236494688922608,-1.4385188543935687,0.0,0.03585068059032722,0.211917006646829,0.47348362346712447,0.4676813283198338,0.1893311708800347,0.18371531336378943,6.709686078313359,6.246542992416976,0.4182,True,True,True,0.723837682900006,0.6738740312129413,0.03727848137398526,-0.1860563366861868
2023-05-14,9.236494688922608,9.163662114314617,-0.10311717600035865,0.0,0.039912105091416905,0.23863736870027477,0.5415562576600779,0.5189023001990853,0.2211358059242352,0.22819370348711754,7.629929384483652,6.8293121767597595,0.4166,True,True,True,0.8260633109695044,0.7393835439487884,0.03999775344249912,-0.20042403010795876
2023-08-15,9.163662114314617,8.965027819929185,0.14847896532574048,0.0,0.0419171294715141,0.23188476093859078,0.541108985413012,0.5235023969693244,0.28109279083292105,0.30704914895396396,7.259962394816488,6.3928466971900395,0.3808,True,True,True,0.7922555747091169,0.6976301196443867,0.039673144071135535,-0.27527385550710226
2023-11-09,8.965027819929185,9.587415275670207,0.07833624867847476,0.0,0.0419171294715141,0.21234030713951513,0.43507465858428995,0.40279050383034565,0.11934936210852687,0.12238721443660872,6.537271601989792,5.487614112871817,0.5551,True,True,True,0.7291970235114597,0.6121134505207999,0.04279838715849049,0.1186915020583821
2024-02-06,9.587415275670207,12.871502276176024,0.22443547048566587,0.0,0.04587722472130981,0.21366732826907928,1.7879842193442124,1.8570601561925002,1.4217090494796167,1.4146630216856249,7.0476718454984795,5.836273082010106,0.89045,False,True,True,0.7350961278774704,0.608743119412038,0.04596326422459862,1.1638989889939177
2024-05-09,12.871502276176024,16.354223571067273,0.30126054703540783,0.0,0.05737701653393828,0.26137974925575524,1.6020887494535065,1.6038632855047434,1.3771571888845173,1.3518608560374599,11.79984352860773,13.445084924695593,0.7792,False,True,True,0.9167417505296304,1.0445622147448335,0.0565906684001003,0.6966623412341144
2024-08-13,16.354223571067273,13.944127465857358,0.39615659687880755,0.0,0.05737701653393828,0.2879518273398157,2.099652386042205,2.0861765789849374,1.6882941958073223,1.6435324252806955,16.84565985463587,18.004778057507576,0.2037,False,True,True,1.0300495025907566,1.1009252734786106,0.059097411882920614,-0.752920220944409
2024-11-07,13.944127465857358,11.732665655032877,0.10265964516283409,0.0,0.05737701653393828,0.2471483189770249,1.8922109633385458,1.8846187562208252,1.5064162425659573,1.4903963493643344,12.040843271823192,15.409303435985654,0.1526,False,True,True,0.8635063973207059,1.1050747688384108,0.05747011968082005,-0.9308522874647561
2025-02-03,11.732665655032877,12.216009104704096,-0.36741885255557133,0.0,0.05737701653393828,0.24322778957022034,0.6643568091976673,0.880545946743478,0.1143392690110634,0.10029754773027033,10.05036591387057,12.701292034148507,0.46595,True,True,True,0.8566140218577981,1.0825580825019185,0.06068714549859466,-0.06992042831284717
2025-05-08,12.216009104704096,14.22,0.7695553568689999,0.0,0.053129416979573754,0.21916248819054046,0.8834905458926079,0.8521680338928832,0.6690326244825577,0.681764802657308,9.340694926791258,8.031816424364909,0.694,True,True,True,0.7646273710777096,0.657482845299456,0.05451253683777613,0.450682482140049
2025-08-11,14.22,14.5,1.3016395324668202,0.0,0.051216995146891785,0.21161429351962216,0.7108675641702404,0.5979000045150071,0.22489915013157535,0.22689593404329145,10.327237048399564,8.067464466363422,0.43415,True,True,True,0.7262473311110804,0.5673322409538271,0.05132196204382211,-0.14988481906358994
2025-11-05,14.5,21.8,1.504140291386301,0.0,0.04538579990682136,0.19741221277535945,4.823318899873574,5.192576216503521,3.3025313897444306,3.302208432101269,29.287644840224523,57.53466637703798,0.9669,False,False,False,0.6745771316901753,0.5096421167685822,0.04792670486283712,1.835628684604483
2026-02-02,21.8,20.93,1.755180130236024,0.0,0.04538579990682136,0.24393289989458147,1.4954432752515943,1.241585314986788,0.9494001755676269,0.9163648120008521,18.39256205154379,12.452589153149475,0.34135,True,True,True,0.84369550695155,0.5712196859242878,0.04719267665758031,-0.35301606827603316
