origin,origin_idx,h,h_grade,grade_date,spot,realized,z,alpha,drift,sigma_h,crps,crps_b,pin50,pin50_b,wink,wink_b,pit,in50,in80,in90,w90,w90_b,med_disp,u,crps_n,crps_b_n
2024-01-04,260,62,64,2024-04-04,93.5,101.0,2.490604488026767,0.0,0.014567227030993944,0.22012999845015108,5.375864772908571,4.745218532691606,2.9614745043631103,3.05786203643693,69.79336956978061,54.71636930026986,0.61135,True,True,True,0.746453150478937,0.5852018106980734,0.016866855521644686,0.2843404077422839,0.05749587992415584,0.05075100034964285
2024-04-04,324,62,55,2024-07-04,101.0,105.6,2.1817751429488492,0.0,0.014567227030993944,0.2257513328362349,5.311239642886916,4.625325074204996,1.4783751274560188,1.5773684801282286,76.3475469529737,64.0608694964247,0.5543,True,True,True,0.7559163064650861,0.6342660346180663,0.016269799456316347,0.13275947044640088,0.05258653111769224,0.0457952977644059
2024-07-04,379,63,65,2024-10-06,105.6,95.1,1.0034909432875392,0.0,0.014567227030993944,0.22604430546340337,7.988495978832544,7.694200681460044,6.023481132524921,5.992853120583533,80.2061000806021,70.10818771312597,0.2892,True,True,True,0.7595274628844896,0.6639032927379354,0.014649263873578011,-0.5277577265538531,0.07564863616318698,0.07286174887746255
2024-10-06,444,63,66,2025-01-06,95.1,158.8,1.3264440392825825,0.0,0.013385191732007454,0.21131540783059288,49.14952164167241,50.081732649341234,31.269002165896147,31.238715575423754,530.0048464126621,593.2078140641477,0.9874,False,False,False,0.7044997716902486,0.6561278249975885,0.012218671589986574,2.3629672471871377,0.5168193653172704,0.526621794419992
2025-01-06,510,61,59,2025-04-06,158.8,115.6,1.012130164386834,0.0,0.012197541042358002,0.2257462284627196,30.26490983028166,30.923986338776892,22.553556790973687,22.536634617988625,119.87058902310281,107.9965181657331,0.06675,False,False,True,0.7548525757122343,0.6800788297590245,0.01200953137246441,-1.4605211163984746,0.19058507449799533,0.19473543034494264
2025-04-06,569,61,61,2025-07-06,115.6,143.2,0.8103587546858424,0.0,0.012197541042358002,0.23779006902326005,15.409818846246072,15.286025757108995,13.229790065024083,12.93267325119713,93.76385441379769,78.4894371274622,0.81115,False,True,True,0.8111060070397724,0.6789743696147249,0.009865223788510624,0.8491050870007519,0.13330293119590028,0.13223205672239616
2025-07-06,630,63,65,2025-10-06,143.2,129.4,0.6503796832918092,0.0,0.012197541042358002,0.24033380311422115,10.611370999663617,10.304443872989957,7.517876464510962,7.852150157243997,117.39066824494219,99.16414051710888,0.3149,True,True,True,0.8197672363473617,0.6924870147842799,0.008629559560209055,-0.4723905336285379,0.07410175279094705,0.07195840693428741
2025-10-06,695,63,66,2026-01-06,129.4,125.6,0.6219743428980417,0.0,0.011601593203538936,0.22575313558160856,7.008414904886209,6.51383103956055,2.7273224496920676,2.417122153391432,99.4019404107557,87.82958014574736,0.41945,True,True,True,0.7681757373319605,0.6787448233829008,0.012787054863864888,-0.1834203592767915,0.05416085707021799,0.05033872518980332
2026-01-06,761,62,58,2026-04-06,125.6,119.3,-0.5223516531714267,0.0,0.010405418672704865,0.20728057481788045,6.699938751610389,6.189682352827949,3.7062389030898473,3.7660716154295955,85.7909536238856,73.53547257917731,0.3771,True,True,True,0.6830489938207452,0.5854735077959977,0.008857307374042112,-0.29846667328711,0.05334346139817189,0.04928091045245183
2026-04-06,819,61,60,2026-07-06,119.3,118.6,-0.4396602642785772,0.0,0.010405418672704865,0.2252482240872559,6.189557735972471,4.578780388774183,1.2024439117183334,0.9779330801093664,90.31740616285475,63.37832666449086,0.46225,True,True,True,0.7570612419350776,0.5312516903980793,0.014290761302905741,-0.0723213746921252,0.05188229451779104,0.038380388841359456
