Date,Close,Open,High,Low,Volume
2022-11-16,3344.31005859375,3373.159912109375,3373.610107421875,3322.72998046875,147270000
2022-11-17,3333.5400390625,3345.030029296875,3351.8701171875,3323.43994140625,217970000
2022-11-21,3339.25,3352.159912109375,3356.050048828125,3327.719970703125,168890000
2022-11-22,3330.090087890625,3342.429931640625,3345.35009765625,3320.080078125,286290000
2022-11-23,3326.2099609375,3331.14990234375,3333.27001953125,3318.699951171875,145440000
2022-11-24,3325.330078125,3326.2099609375,3327.18994140625,3315.72998046875,159590000
2022-11-28,3287.340087890625,3305.27001953125,3317.02001953125,3277.739990234375,180810000
2022-11-29,3304.389892578125,3287.340087890625,3304.389892578125,3278.6201171875,124400000
2022-11-30,3323.9599609375,3305.449951171875,3327.4599609375,3292.889892578125,360580000
2022-12-05,3351.679931640625,3324.889892578125,3357.9599609375,3324.889892578125,330990000
2022-12-06,3339.889892578125,3352.739990234375,3367.43994140625,3339.570068359375,287690000
2022-12-07,3338.8798828125,3338.840087890625,3350.72998046875,3325.1298828125,171240000
2022-12-08,3314.43994140625,3338.8798828125,3345.919921875,3309.110107421875,152650000
2022-12-12,3317.27001953125,3327.110107421875,3327.110107421875,3296.760009765625,209910000
2022-12-13,3300.389892578125,3313.0400390625,3321.85009765625,3289.179931640625,180410000
2022-12-14,3310.85009765625,3300.389892578125,3310.85009765625,3285.9599609375,118470000
2022-12-15,3315.22998046875,3309.7900390625,3322.81005859375,3290.719970703125,110040000
2022-12-19,3340.1298828125,3327.010009765625,3340.219970703125,3311.6201171875,115000000
2022-12-20,3348.429931640625,3337.18994140625,3350.489990234375,3331.02001953125,104380000
2022-12-21,3339.7900390625,3349.409912109375,3349.409912109375,3332.3701171875,101080000
2022-12-22,3323.10009765625,3338.81005859375,3342.02001953125,3314.989990234375,153530000
2022-12-26,3326.52001953125,3317.090087890625,3339.080078125,3311.949951171875,65610000
2022-12-27,3347.840087890625,3328.469970703125,3347.840087890625,3321.68994140625,82780000
2022-12-28,3344.0,3349.7900390625,3358.93994140625,3327.47998046875,79710000
2022-12-29,3328.7900390625,3344.0,3346.1298828125,3326.590087890625,106750000
2023-01-02,3330.89990234375,3336.070068359375,3343.139892578125,3318.43994140625,63910000
2023-01-03,3328.679931640625,3330.89990234375,3333.47998046875,3319.699951171875,94960000
2023-01-04,3329.409912109375,3326.72998046875,3342.72998046875,3319.389892578125,100520000
2023-01-05,3316.60009765625,3329.409912109375,3338.81005859375,3298.4599609375,118790000
2023-01-09,3321.989990234375,3300.489990234375,3323.35009765625,3298.5,178150000
2023-01-10,3313.64990234375,3320.0400390625,3326.3798828125,3308.239990234375,145600000
2023-01-11,3297.679931640625,3313.64990234375,3321.780029296875,3297.530029296875,97140000
2023-01-12,3313.409912109375,3299.6298828125,3313.409912109375,3296.47998046875,71540000
2023-01-16,3333.93994140625,3323.9599609375,3340.89990234375,3319.659912109375,80030000
2023-01-17,3357.530029296875,3333.93994140625,3357.530029296875,3326.219970703125,146230000
2023-01-18,3349.39990234375,3356.1201171875,3359.6201171875,3342.699951171875,132260000
2023-01-19,3353.110107421875,3352.320068359375,3353.409912109375,3335.68994140625,139020000
2023-01-23,3349.949951171875,3353.469970703125,3363.260009765625,3346.969970703125,105350000
2023-01-24,3364.0,3350.929931640625,3366.840087890625,3349.719970703125,63890000
2023-01-25,3356.6201171875,3364.0,3369.010009765625,3356.47998046875,74880000
2023-01-26,3357.389892578125,3357.050048828125,3372.639892578125,3344.3701171875,70680000
2023-01-30,3303.4599609375,3329.610107421875,3329.610107421875,3278.93994140625,152830000
2023-01-31,3303.27001953125,3303.889892578125,3318.1298828125,3298.75,88300000
2023-02-01,3347.919921875,3303.27001953125,3359.22998046875,3300.14990234375,79060000
2023-02-02,3365.25,3344.030029296875,3371.5400390625,3344.030029296875,107250000
2023-02-06,3400.3701171875,3381.929931640625,3411.159912109375,3381.929931640625,155310000
2023-02-07,3404.81005859375,3400.3701171875,3408.050048828125,3393.9599609375,111800000
2023-02-08,3417.010009765625,3404.81005859375,3417.93994140625,3400.02001953125,121700000
2023-02-09,3445.699951171875,3417.010009765625,3457.969970703125,3416.18994140625,163330000
2023-02-13,3469.77001953125,3453.85009765625,3470.06005859375,3451.47998046875,101100000
2023-02-14,3459.10009765625,3471.7099609375,3476.989990234375,3448.070068359375,129820000
2023-02-15,3463.739990234375,3460.070068359375,3463.889892578125,3437.330078125,178900000
2023-02-16,3469.590087890625,3464.590087890625,3474.070068359375,3460.75,217310000
2023-02-20,3462.1298828125,3457.719970703125,3469.89990234375,3445.0400390625,142910000
2023-02-21,3458.0,3464.080078125,3471.0,3442.7900390625,155470000
2023-02-22,3426.590087890625,3458.0,3465.39990234375,3424.27001953125,142770000
2023-02-23,3411.8701171875,3429.510009765625,3450.530029296875,3393.429931640625,165520000
2023-02-27,3417.9599609375,3419.0,3441.93994140625,3417.72998046875,118780000
2023-02-28,3437.760009765625,3418.929931640625,3437.760009765625,3409.389892578125,418550000
2023-03-01,3447.050048828125,3438.610107421875,3453.22998046875,3437.340087890625,142120000
2023-03-02,3435.889892578125,3448.030029296875,3458.139892578125,3432.81005859375,98910000
2023-03-06,3456.179931640625,3418.85009765625,3459.89990234375,3418.85009765625,122930000
2023-03-07,3429.300048828125,3458.1298828125,3466.5400390625,3422.139892578125,99870000
2023-03-08,3427.050048828125,3429.300048828125,3430.35009765625,3403.8701171875,78680000
2023-03-09,3409.52001953125,3427.050048828125,3436.530029296875,3406.800048828125,108850000
2023-03-13,3354.330078125,3385.510009765625,3407.0,3332.820068359375,103300000
2023-03-14,3304.429931640625,3354.330078125,3357.530029296875,3298.27001953125,111680000
2023-03-15,3310.330078125,3305.39990234375,3354.6298828125,3302.1298828125,120300000
2023-03-16,3306.81005859375,3310.330078125,3314.89990234375,3273.1298828125,112850000
2023-03-20,3344.1201171875,3349.239990234375,3349.239990234375,3323.97998046875,106260000
2023-03-21,3381.0400390625,3344.1201171875,3384.889892578125,3341.280029296875,140350000
2023-03-22,3392.719970703125,3381.97998046875,3397.280029296875,3364.169921875,150050000
2023-03-23,3363.85009765625,3382.3701171875,3384.6201171875,3352.93994140625,90060000
2023-03-27,3326.39990234375,3350.419921875,3366.300048828125,3319.35009765625,70820000
2023-03-28,3384.409912109375,3324.97998046875,3384.639892578125,3320.72998046875,142490000
2023-03-29,3400.669921875,3386.2900390625,3428.02001953125,3385.35009765625,147500000
2023-03-30,3425.56005859375,3401.610107421875,3426.419921875,3387.580078125,99720000
2023-04-03,3436.570068359375,3407.659912109375,3442.60009765625,3407.659912109375,115400000
2023-04-04,3454.60009765625,3437.510009765625,3454.60009765625,3429.969970703125,107110000
2023-04-05,3429.6298828125,3452.719970703125,3455.659912109375,3419.10009765625,98200000
2023-04-06,3414.60009765625,3429.6298828125,3436.75,3412.1298828125,74540000
2023-04-10,3411.800048828125,3411.449951171875,3426.590087890625,3406.72998046875,91840000
2023-04-11,3444.219970703125,3412.739990234375,3444.3701171875,3409.639892578125,223090000
2023-04-12,3496.52001953125,3444.219970703125,3496.52001953125,3443.81005859375,227220000
2023-04-13,3487.43994140625,3497.4599609375,3499.969970703125,3482.0400390625,211560000
2023-04-17,3513.889892578125,3490.989990234375,3514.06005859375,3490.35009765625,182420000
2023-04-18,3511.669921875,3514.830078125,3533.39990234375,3494.43994140625,280210000
2023-04-19,3471.0,3513.550048828125,3513.550048828125,3470.739990234375,155390000
2023-04-24,3498.280029296875,3473.820068359375,3498.419921875,3473.3701171875,103850000
2023-04-25,3506.3798828125,3498.280029296875,3507.429931640625,3489.760009765625,144770000
2023-04-26,3489.780029296875,3503.56005859375,3503.969970703125,3474.639892578125,138690000
2023-04-27,3515.909912109375,3491.659912109375,3517.56005859375,3478.4599609375,155660000
2023-05-01,3538.050048828125,3545.72998046875,3555.97998046875,3532.8798828125,168650000
2023-05-02,3575.56005859375,3539.929931640625,3575.929931640625,3538.25,432740000
2023-05-03,3577.77001953125,3576.510009765625,3586.010009765625,3566.580078125,453950000
2023-05-04,3590.6201171875,3581.5400390625,3606.56005859375,3565.3798828125,371270000
2023-05-08,3582.840087890625,3584.010009765625,3598.22998046875,3572.639892578125,398670000
2023-05-09,3571.090087890625,3586.530029296875,3597.860107421875,3568.22998046875,255480000
2023-05-10,3572.989990234375,3572.010009765625,3583.320068359375,3552.760009765625,212380000
2023-05-11,3568.830078125,3574.830078125,3581.02001953125,3544.8798828125,270060000
2023-05-15,3525.429931640625,3559.090087890625,3567.6201171875,3518.919921875,164800000
2023-05-16,3509.10009765625,3525.429931640625,3538.419921875,3501.889892578125,228800000
2023-05-17,3565.820068359375,3511.8701171875,3565.820068359375,3503.570068359375,394730000
2023-05-18,3555.5,3563.97998046875,3565.909912109375,3546.22998046875,217460000
2023-05-22,3549.300048828125,3544.530029296875,3558.419921875,3540.989990234375,187660000
2023-05-23,3533.22998046875,3549.719970703125,3559.35009765625,3526.35009765625,138780000
2023-05-24,3530.14990234375,3534.14990234375,3541.830078125,3515.830078125,230100000
2023-05-25,3525.81005859375,3530.14990234375,3545.5,3524.530029296875,194290000
2023-05-29,3543.6201171875,3544.179931640625,3562.06005859375,3533.60009765625,159870000
2023-05-30,3567.300048828125,3545.4599609375,3575.050048828125,3542.68994140625,144990000
2023-05-31,3576.6298828125,3568.219970703125,3586.219970703125,3568.219970703125,255860000
2023-06-01,3582.1201171875,3577.8798828125,3589.14990234375,3572.860107421875,137280000
2023-06-05,3652.639892578125,3606.02001953125,3654.929931640625,3597.8798828125,294830000
2023-06-06,3677.97998046875,3652.639892578125,3687.6298828125,3652.639892578125,332460000
2023-06-07,3687.6298828125,3678.89990234375,3687.75,3669.090087890625,212170000
2023-06-08,3687.6298828125,3686.7099609375,3692.340087890625,3668.820068359375,250670000
2023-06-12,3701.909912109375,3698.68994140625,3712.070068359375,3689.889892578125,548720000
2023-06-13,3712.679931640625,3700.989990234375,3725.60009765625,3691.489990234375,321320000
2023-06-14,3717.070068359375,3715.43994140625,3722.590087890625,3703.25,230390000
2023-06-15,3734.260009765625,3718.919921875,3734.669921875,3714.389892578125,229100000
2023-06-19,3787.070068359375,3790.050048828125,3795.679931640625,3752.699951171875,214260000
2023-06-20,3774.239990234375,3787.070068359375,3791.030029296875,3767.989990234375,129890000
2023-06-21,3782.22998046875,3776.070068359375,3782.409912109375,3757.1201171875,164910000
2023-06-22,3776.389892578125,3778.570068359375,3783.820068359375,3767.719970703125,226880000
2023-06-26,3791.989990234375,3793.429931640625,3805.510009765625,3786.949951171875,424840000
2023-07-03,3878.52001953125,3794.72998046875,3878.9599609375,3794.72998046875,667140000
2023-07-04,3930.929931640625,3880.35009765625,3960.949951171875,3879.9599609375,664810000
2023-07-05,3924.409912109375,3932.760009765625,3950.969970703125,3910.14990234375,370740000
2023-07-06,3962.419921875,3924.409912109375,3967.780029296875,3921.830078125,211430000
2023-07-10,3977.27001953125,3963.330078125,3988.77001953125,3952.909912109375,317720000
2023-07-11,3985.409912109375,3979.10009765625,3987.530029296875,3961.840087890625,824620000
2023-07-12,3987.070068359375,3985.409912109375,4003.25,3971.3701171875,992080000
2023-07-13,4004.68994140625,3988.89990234375,4020.169921875,3987.030029296875,373040000
2023-07-17,4018.949951171875,4010.739990234375,4018.949951171875,3994.239990234375,287420000
2023-07-18,4021.9599609375,4018.949951171875,4047.159912109375,4000.820068359375,308780000
2023-07-20,3986.360107421875,3987.760009765625,3989.2900390625,3976.409912109375,137600000
2023-07-24,3993.830078125,3986.360107421875,4009.169921875,3975.610107421875,169780000
2023-07-25,4014.860107421875,3993.830078125,4018.31005859375,3991.489990234375,210370000
2023-07-26,4039.47998046875,4019.419921875,4044.27001953125,4012.070068359375,286920000
2023-07-27,4029.239990234375,4037.929931640625,4053.889892578125,4023.919921875,236820000
2023-07-31,4059.27001953125,4035.969970703125,4064.030029296875,4015.159912109375,172930000
2023-08-01,4077.280029296875,4060.18994140625,4084.02001953125,4051.85009765625,191140000
2023-08-02,4083.7099609375,4080.929931640625,4095.610107421875,4057.719970703125,264600000
2023-08-03,4051.179931640625,4083.7099609375,4087.5400390625,4043.639892578125,221050000
2023-08-07,4079.419921875,4084.10009765625,4089.2099609375,4060.090087890625,212820000
2023-08-08,4077.72998046875,4081.25,4087.929931640625,4062.330078125,292890000
2023-08-09,4070.5400390625,4078.64990234375,4081.1201171875,4053.659912109375,197760000
2023-08-10,4048.85009765625,4069.6298828125,4071.489990234375,4036.81005859375,183700000
2023-08-14,4058.7900390625,4067.050048828125,4071.050048828125,4050.64990234375,117810000
2023-08-15,4051.18994140625,4059.699951171875,4070.919921875,4041.6298828125,265890000
2023-08-16,4045.639892578125,4051.18994140625,4051.860107421875,4018.18994140625,275540000
2023-08-17,4049.090087890625,4045.639892578125,4053.1201171875,4031.4599609375,179950000
2023-08-21,4053.639892578125,4052.419921875,4059.699951171875,4042.239990234375,215130000
2023-08-22,4068.52001953125,4053.639892578125,4073.85009765625,4048.429931640625,320930000
2023-08-23,4099.490234375,4067.610107421875,4114.7099609375,4065.35009765625,182870000
2023-08-24,4106.68994140625,4098.580078125,4115.52001953125,4094.18994140625,136590000
2023-08-28,4099.52001953125,4099.490234375,4118.33984375,4094.800048828125,178210000
2023-08-29,4084.81005859375,4099.52001953125,4106.14013671875,4071.31005859375,122680000
2023-08-30,4067.179931640625,4084.81005859375,4092.800048828125,4066.929931640625,145380000
2023-08-31,4082.8701171875,4071.75,4088.669921875,4061.760009765625,129530000
2023-09-04,4068.64990234375,4092.780029296875,4098.919921875,4052.0400390625,104380000
2023-09-05,4053.419921875,4071.389892578125,4078.699951171875,4043.72998046875,112780000
2023-09-06,4037.8701171875,4053.419921875,4053.419921875,4028.590087890625,118370000
2023-09-07,4058.949951171875,4037.8701171875,4061.31005859375,4031.449951171875,112480000
2023-09-11,4070.169921875,4067.9599609375,4074.580078125,4047.4599609375,90800000
2023-09-12,4060.949951171875,4071.080078125,4082.010009765625,4038.93994140625,119970000
2023-09-13,4050.639892578125,4063.68994140625,4065.02001953125,4045.889892578125,81900000
2023-09-14,4034.0,4053.3798828125,4055.2900390625,4028.300048828125,86040000
2023-09-18,4048.419921875,4042.8798828125,4050.510009765625,4033.669921875,88000000
2023-09-19,4074.719970703125,4046.590087890625,4074.830078125,4044.489990234375,87990000
2023-09-20,4138.39990234375,4074.719970703125,4138.5498046875,4070.64990234375,217640000
2023-09-21,4179.68017578125,4138.39990234375,4179.9501953125,4133.18017578125,230690000
2023-09-25,4182.06005859375,4168.5498046875,4193.39013671875,4167.77001953125,111540000
2023-09-26,4154.10986328125,4183.89013671875,4183.89013671875,4144.4501953125,135570000
2023-09-28,4163.580078125,4143.02978515625,4177.85986328125,4140.22021484375,134930000
2023-10-02,4183.14013671875,4163.580078125,4190.16015625,4161.8798828125,238380000
2023-10-03,4201.83984375,4183.14013671875,4207.2099609375,4179.2001953125,207410000
2023-10-04,4192.2900390625,4200.93017578125,4210.14990234375,4168.91015625,261830000
2023-10-05,4142.919921875,4192.2900390625,4205.1201171875,4141.91015625,401510000
2023-10-09,4056.0400390625,4161.8701171875,4161.8701171875,4039.6201171875,205860000
2023-10-10,4051.1201171875,4055.1298828125,4079.27001953125,4046.77001953125,204400000
2023-10-11,4082.239990234375,4050.2099609375,4094.409912109375,4041.81005859375,111610000
2023-10-12,4057.199951171875,4084.070068359375,4084.070068359375,4050.22998046875,138250000
2023-10-16,3943.35009765625,3965.969970703125,3984.179931640625,3932.02001953125,150780000
2023-10-17,3937.4599609375,3947.010009765625,3963.360107421875,3935.179931640625,176130000
2023-10-18,3883.06005859375,3940.199951171875,3951.9599609375,3876.89990234375,141670000
2023-10-19,3808.25,3882.14990234375,3903.949951171875,3808.139892578125,142660000
2023-10-23,3729.909912109375,3753.39990234375,3787.1201171875,3729.6201171875,121730000
2023-10-24,3741.510009765625,3732.64990234375,3784.800048828125,3732.64990234375,118190000
2023-10-25,3841.1201171875,3744.25,3841.530029296875,3744.25,153970000
2023-10-26,3782.0400390625,3846.610107421875,3862.449951171875,3776.330078125,100690000
2023-10-30,3838.760009765625,3789.300048828125,3843.0400390625,3778.419921875,210340000
2023-10-31,3877.080078125,3840.590087890625,3880.72998046875,3840.590087890625,140870000
2023-11-01,3892.550048828125,3879.830078125,3895.169921875,3856.2900390625,113830000
2023-11-02,3913.419921875,3894.3798828125,3925.8798828125,3893.110107421875,130770000
2023-11-06,3956.9599609375,3929.2900390625,3962.39990234375,3924.6201171875,109120000
2023-11-07,3989.7099609375,3958.7900390625,3989.919921875,3950.9599609375,109960000
2023-11-08,3965.2099609375,3990.6298828125,3997.679931640625,3958.080078125,118450000
2023-11-09,3929.409912109375,3965.2099609375,3968.860107421875,3926.030029296875,108690000
2023-11-13,3982.929931640625,3970.18994140625,3991.300048828125,3963.64990234375,160190000
2023-11-14,3973.2099609375,3985.669921875,3999.840087890625,3970.0400390625,99070000
2023-11-15,3960.77001953125,3973.2099609375,3984.659912109375,3942.739990234375,162900000
2023-11-16,3984.52001953125,3960.77001953125,3987.43994140625,3956.43994140625,113040000
2023-11-20,4002.43994140625,3994.5400390625,4006.889892578125,3982.570068359375,73750000
2023-11-21,3985.0400390625,4007.02001953125,4011.090087890625,3981.2099609375,106690000
2023-11-22,3996.989990234375,3985.0400390625,3996.989990234375,3978.97998046875,60200000
2023-11-23,3984.989990234375,3996.989990234375,3997.5,3976.159912109375,65110000
2023-11-27,3994.590087890625,3992.0,3998.18994140625,3982.820068359375,108690000
2023-11-28,4008.610107421875,3998.25,4009.469970703125,3995.719970703125,114910000
2023-11-29,3999.580078125,4008.610107421875,4020.6298828125,3993.679931640625,102760000
2023-11-30,3992.360107421875,3999.580078125,4008.179931640625,3990.75,135440000
2023-12-05,3978.199951171875,3992.320068359375,3992.320068359375,3955.300048828125,83410000
2023-12-06,3969.169921875,3978.199951171875,3984.64990234375,3964.639892578125,85660000
